"","folio","factor_b2","ah03b","ah03c","ah03d","ah03e","ah03f","ah03g","ah03h","cvo06_1","cvo07_1","cvo05_1","cvo04","cv08_1","cv16","cv07"
"1314",1675000,1029,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1315",1676000,1029,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1316",1677000,1029,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1317",1678000,1029,"0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"1318",1679000,1029,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1319",1680000,1029,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1320",1681000,1029,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"1321",1682000,1156,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"1322",1685000,1156,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1323",1686000,1156,"0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"1324",1687000,1156,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1325",1688000,1156,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1326",1689000,1156,"0","1","1","1","1","0","0","1","1","1","1","1","1","1"
"1327",1690000,1156,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1328",1691000,2311,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1329",1692000,2311,"0","0","0","1","1","1","1","1","1","1","1","1","1","2"
"1330",1693000,2311,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1331",1697000,2311,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"1332",1698000,2311,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1333",1699000,2311,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1334",1700000,3992,"1","0","0","1","1","1","1","1","1","1","1","1","1","2"
"1335",1701000,3992,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1336",1702000,3992,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"1337",1703000,3992,"1","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1338",1704000,3992,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1339",1705000,3992,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"1340",1708000,3992,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1341",1709000,1975,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1342",1710000,1975,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"1343",1711000,1975,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1344",1712000,1975,"1","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1345",1713000,1975,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1346",1715000,1975,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1347",1717000,1975,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"1348",1718000,1975,"1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1349",1719000,1975,"1","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1350",1720000,1975,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1351",1721000,1975,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1352",1723000,1975,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1353",1724000,1975,"0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"1354",1725000,1975,"0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"1355",1726000,1975,"0","0","0","1","1","1","1","1","1","1","1","1","1","2"
"1356",1727000,987,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1357",1728000,987,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1358",1729000,987,"0","1","0","1","1","1","1","1","1","1","1","1","1","1"
"1359",1730000,987,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"1360",1731000,987,"1","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1361",1732000,987,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"1362",1734000,987,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"1363",1735000,987,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1364",1736000,1915,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1365",1737000,1915,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1366",1738000,1915,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1367",1739000,1915,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1368",1740000,1915,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1369",1741000,1915,"0","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1370",1742000,1915,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1371",1743000,1915,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1372",1745000,1082,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1373",1746000,1082,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1374",1747000,1082,"0","1","0","1","1","1","1","1","1","1","1","1","1","1"
"1375",1748000,1082,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1376",1749000,1082,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1377",1750000,1082,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"1378",1751000,1082,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1379",1752000,1082,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"1380",1753000,1082,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1381",1754000,1720,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1382",1755000,1720,"1","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1383",1757000,1720,"1","1","1","1","0","0","0","1","1","1","1","1","1","3"
"1384",1759000,1720,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1385",1760000,1720,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1386",1761000,1720,"0","0","0","1","1","1","0","1","1","1","1","1","0","2"
"1387",1763000,990,"0","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1388",1764000,990,"1","0","1","1","1","1","1","1","1","1","1","1","1","3"
"1389",1765000,990,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1390",1767000,990,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1391",1769000,990,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"1392",1770000,990,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1393",1771000,990,"0","0","0","1","1","1","0","0","1","1","1","1","1","2"
"1394",1772000,990,"1","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1395",1773000,990,"1","1","1","1","1","1","0","1","1","1","1","1","1","1"
"1396",1774000,990,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1397",1775000,990,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"1398",1776000,990,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"1399",1777000,990,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1400",1779000,990,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1401",1780000,990,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"1402",1781000,1787,"1","1","0","1","1","1","0","1","1","1","1","1","1","3"
"1403",1782000,1787,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1404",1783000,1787,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"1405",1785000,1787,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"1406",1786000,1787,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"1407",1787000,1787,"1","1","0","1","1","1","0","1","1","1","1","1","1","3"
"1408",1788000,1787,"0","0","0","1","1","0","0","1","0","1","1","1","0","1"
"1409",1789000,1787,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1410",1791000,891,"0","1","0","1","1","1","1","1","0","1","1","1","1","2"
"1411",1792000,891,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1412",1793000,891,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1413",1793100,891,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"1414",1794000,891,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1415",1795000,891,"0","0","0","0","1","0","0","1","1","1","1","1","1","1"
"1416",1797000,891,"1","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1417",1798000,891,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"1418",1800000,876,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1419",1801000,876,"0","0","0","1","1","1","0","0","1","1","1","1","1","2"
"1420",1802000,876,"0","1","0","1","1","1","0","0","0","1","1","1","0","1"
"1421",1803000,876,"1","0","1","1","1","0","0","1","1","1","1","1","1","2"
"1422",1804000,876,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"1423",1805000,876,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"1424",1806000,876,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"1425",1807000,876,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"1426",1808000,1588,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1427",1811000,1588,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"1428",1813000,1588,"0","1","0","1","1","1","0","1","1","1","0","1","1","3"
"1429",1814000,1588,"0","0","1","0","0","1","0","1","1","1","1","1","1","2"
"1430",1815000,1588,"0","1","0","1","1","0","0","1","1","1","1","1","1","1"
"1431",1816000,1588,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1432",1818000,5119,"1","0","1","1","1","1","0","0","1","1","1","1","1","1"
"1433",1819000,5119,"1","1","0","1","1","1","0","1","1","1","1","1","0","1"
"1434",1820000,5119,"1","1","1","1","1","1","1","1","1","1","1","0","1","2"
"1435",1821000,5119,"0","0","0","1","0","1","0","1","0","1","1","0","1","1"
"1436",1822000,5119,"1","1","0","1","0","1","0","0","0","0","1","0","1","1"
"1437",1824000,5119,"0","0","0","0","0","0","0","0","0","1","1","1","1","1"
"1438",1825000,5119,"0","1","0","1","1","0","0","0","0","1","1","1","0","2"
"1439",1826000,5119,"1","1","1","0","0","0","0","1","1","1","1","1","1","3"
"1440",1827000,5119,"1","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1441",1828000,5119,"1","1","0","1","1","1","0","0","0","1","1","1","1","2"
"1442",1829000,5119,"0","1","1","1","0","1","0","1","0","1","1","1","1","1"
"1443",1830000,5119,"1","1","0","0","0","1","0","1","1","1","1","1","1","1"
"1444",1831000,5119,"0","1","0","1","0","1","0","0","0","1","1","1","1","1"
"1445",1833000,5119,"0","1","0","1","1","1","0","0","0","1","1","0","1","1"
"1446",1834000,5119,"1","1","0","1","1","1","0","0","0","1","1","1","0","1"
"1447",1835000,5119,"0","1","0","1","1","1","0","0","0","1","1","1","0","1"
"1448",1837000,5119,"0","1","1","0","0","0","0","0","0","0","1","1","1","1"
"1449",1838000,5119,"0","1","0","1","0","0","0","0","0","1","1","1","1","1"
"1450",1840000,3663,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"1451",1841000,3663,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"1452",1842000,3663,"0","1","0","1","0","0","0","1","1","1","1","1","0","1"
"1453",1843000,3663,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1454",1844000,3663,"1","1","0","1","0","0","0","0","0","0","1","1","0","1"
"1455",1845000,3663,"0","1","0","0","0","0","0","1","1","1","1","1","0","2"
"1456",1846000,3663,"0","1","0","1","1","1","0","1","1","1","1","1","0","2"
"1457",1847000,3663,"1","1","0","1","1","1","0","1","1","1","1","1","1","1"
"1458",1848000,3663,"0","1","1","1","1","1","0","1","1","1","1","1","0","3"
"1459",1849000,3663,"0","1","0","1","1","1","0","1","1","1","1","1","0","2"
"1460",1850000,3663,"0","0","0","0","1","1","0","1","1","1","1","1","1","1"
"1461",1851000,3663,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"1462",1853000,3663,"0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"1463",1854000,3663,"1","1","0","1","1","1","0","0","0","1","1","1","0","1"
"1464",1855000,3663,"1","1","0","1","1","1","0","0","0","1","1","1","0","1"
"1465",1856000,3663,"0","1","0","1","1","1","0","1","1","1","1","1","0","1"
"1466",1857000,3663,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"1467",1858000,3663,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"1468",1859000,3663,"1","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1469",1860000,3663,"0","1","0","1","0","0","0","1","1","1","1","0","0","1"
"1470",1861000,3663,"1","0","0","1","1","0","0","1","1","1","1","0","1","2"
"1471",1862000,3663,"1","1","0","1","0","1","1","1","1","1","1","1","0","3"
"1472",1863000,3663,"0","1","0","0","0","1","0","0","0","0","1","1","0","1"
"1473",1864000,3663,"1","1","0","0","0","0","0","1","0","1","1","1","0","1"
"1474",1865000,3663,"0","0","0","1","0","0","0","0","0","0","1","1","0","2"
"1475",1866000,3663,"1","1","0","1","1","0","0","1","1","1","1","0","0","2"
"1476",1867000,3663,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"1477",1868000,3663,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"1478",1869000,3663,"1","1","1","1","1","1","0","1","1","1","1","1","0","2"
"1479",1870000,3663,"1","1","0","0","0","1","0","1","1","1","1","1","1","2"
"1480",1871000,3663,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1481",1872000,3663,"1","1","0","1","0","1","0","1","0","1","1","1","0","1"
"1482",1873000,3663,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"1483",1874000,3663,"0","1","0","0","0","1","0","1","1","1","1","1","0","2"
"1484",1875000,3663,"0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"1485",1876000,3663,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"1486",1877000,3663,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1487",1878000,3663,"0","1","0","1","1","1","0","0","1","1","1","1","0","2"
"1488",1879000,3663,"0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"1489",1880000,3663,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1490",1881000,3663,"0","1","0","1","1","0","0","0","0","1","1","1","0","2"
"1491",1882000,3663,"0","0","0","0","0","0","0","0","0","1","1","1","0","1"
"1492",1883000,3663,"0","0","0","0","0","0","0","0","0","1","1","1","0","1"
"1493",1886000,3663,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1494",1887000,3663,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1495",1888000,3663,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"1496",1889000,3663,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"1497",1890000,3663,"0","0","1","1","1","0","0","1","1","1","1","1","0","2"
"1498",1891000,3663,"0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"1499",1892000,3663,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"1500",1893000,4134,"0","1","0","1","0","1","0","1","0","1","1","0","0","2"
"1501",1895000,4134,"0","1","0","1","0","0","0","1","0","1","1","0","0","1"
"1502",1896000,4134,"0","1","0","1","0","0","0","1","1","1","1","0","1","2"
"1503",1897000,4134,"1","1","0","0","1","1","0","1","1","1","1","1","0","2"
"1504",1898000,4134,"1","1","0","1","0","1","0","0","0","1","1","1","0","1"
"1505",1899000,4134,"0","1","0","1","1","1","0","1","1","1","1","1","0","2"
"1506",1900000,4134,"0","1","0","1","1","1","0","1","0","1","1","1","0","2"
"1507",1900100,4134,"0","0","0","0","1","1","0","1","0","1","1","1","0","1"
"1508",1901000,4134,"0","0","0","0","0","0","0","0","0","1","1","1","0","1"
"1509",1902000,4134,"0","1","0","1","0","1","0","1","1","1","1","1","0","1"
"1510",1903000,4134,"1","1","0","0","0","0","0","0","0","1","1","1","0","1"
"1511",1904000,4134,"1","1","0","1","1","1","1","1","0","1","1","1","0","1"
"1512",1906000,4134,"1","1","0","0","0","0","0","0","0","1","0","1","0","2"
"1513",1907000,4134,"0","1","0","1","0","1","0","0","0","1","1","1","0","2"
"1514",1908000,4134,"0","1","0","1","0","1","0","1","0","1","1","1","0","3"
"1515",1909000,4134,"1","1","0","1","0","1","0","1","0","1","1","1","0","1"
"1516",1910000,4134,"1","1","0","1","1","1","0","1","1","1","1","0","0","1"
"1517",1912000,4134,"1","1","0","1","0","1","0","1","1","1","1","1","0","2"
"1518",1913000,4134,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"1519",1914000,4134,"0","1","0","1","1","1","0","1","1","1","1","1","0","1"
"1520",1915000,4134,"0","1","0","1","0","1","0","1","1","1","1","1","1","2"
"1521",1917000,4134,"0","1","0","1","0","1","0","1","0","1","1","1","0","2"
"1522",1918000,4134,"1","1","0","0","0","0","0","1","1","1","1","0","0","1"
"1523",1919000,4134,"1","0","0","0","0","0","0","1","0","0","1","0","0","1"
"1524",1920000,4134,"0","1","0","1","1","0","0","1","1","1","1","1","0","1"
"1525",1921000,4134,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"1526",1922000,4134,"0","1","0","0","1","1","0","1","1","1","1","1","0","2"
"1527",1923000,4134,"0","1","0","1","0","1","0","1","1","1","1","1","1","1"
"1528",1926000,4134,"0","1","1","1","1","1","0","0","0","1","1","1","0","2"
"1529",1927000,4134,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1530",1928000,4134,"0","1","0","1","0","1","0","1","0","1","1","1","0","1"
"1531",1929000,4134,"1","1","0","1","1","1","0","1","0","1","1","1","1","1"
"1532",1930000,4134,"0","0","0","0","0","0","0","1","1","1","1","0","0","1"
"1533",1931000,4134,"1","1","0","1","1","1","0","0","0","1","1","1","0","1"
"1534",1932000,4134,"1","1","0","1","0","1","0","1","1","1","1","1","1","2"
"1535",1933000,4134,"1","0","0","0","0","0","0","1","1","1","1","1","0","1"
"1536",1934000,4134,"0","0","0","0","1","0","0","0","0","1","1","1","0","1"
"1537",1935000,4134,"1","0","0","1","1","1","0","1","1","1","1","0","0","1"
"1538",1936000,4134,"1","1","0","1","1","1","0","0","1","1","1","0","1","3"
"1539",1937000,4134,"0","1","0","1","1","1","0","0","1","1","1","1","1","2"
"1540",1939000,4134,"1","1","1","1","1","1","1","0","1","1","1","1","1","3"
"1541",1940000,4134,"0","1","0","1","0","1","0","1","0","1","1","1","0","1"
"1542",1941000,4134,"1","1","0","1","1","1","0","0","1","1","1","0","0","2"
"1543",1942000,4134,"1","1","0","1","0","1","0","0","0","1","1","0","0","1"
"1544",1943000,4134,"1","1","0","1","1","1","0","1","1","1","1","0","0","1"
"1545",1944000,4134,"1","1","0","1","1","1","0","0","1","1","1","0","0","2"
"1546",1945000,4134,"1","1","0","1","1","1","0","1","1","1","1","1","1","3"
"1547",1946000,4134,"0","1","0","1","1","1","1","0","1","1","1","1","1","1"
"1548",1947000,1278,"0","0","0","1","0","1","0","1","0","1","1","1","0","2"
"1549",1948000,1278,"1","0","0","1","1","1","1","1","1","1","1","1","0","2"
"1550",1949000,1278,"0","1","0","1","1","1","0","0","1","1","1","1","1","3"
"1551",1950000,1278,"0","0","0","1","1","1","0","1","1","1","1","1","0","1"
"1552",1951000,1278,"1","1","0","1","0","1","0","1","1","1","1","1","0","1"
"1553",1952000,1278,"0","1","0","0","0","1","0","1","1","1","1","1","0","1"
"1554",1953000,1278,"0","0","0","0","0","0","0","1","0","1","1","1","1","3"
"1555",1954000,1278,"1","1","0","1","1","1","1","1","0","1","1","1","0","2"
"1556",1955000,1278,"0","1","0","0","0","0","0","1","0","1","1","1","1","1"
"1557",1956000,1278,"0","0","0","1","1","1","0","1","0","1","1","1","0","2"
"1558",1957000,1278,"0","1","0","1","1","1","0","1","0","1","1","0","0","1"
"1559",1958000,1278,"1","1","0","1","1","1","1","1","0","1","1","1","1","2"
"1560",1959000,1278,"0","1","0","1","0","0","1","1","0","1","1","0","0","3"
"1561",1960000,1278,"0","1","0","1","1","1","0","1","1","0","1","0","0","1"
"1562",1961000,1278,"0","1","0","1","1","1","1","1","1","1","1","0","0","2"
"1563",1962000,1278,"1","1","0","1","1","0","0","1","1","1","1","0","0","1"
"1564",1970000,1278,"0","1","0","1","0","0","0","1","0","1","1","0","0","2"
"1565",1972000,1278,"1","0","0","1","1","1","0","1","0","1","1","0","0","1"
"1566",1973000,1278,"0","0","0","0","0","0","0","0","0","1","1","1","0","1"
"1567",1974000,1278,"1","0","0","0","0","0","0","0","0","0","1","1","0","1"
"1568",1975000,1278,"0","0","0","0","0","0","0","0","0","1","0","1","0","1"
"1569",1976000,1278,"0","0","0","1","1","1","1","0","0","1","1","1","0","1"
"1570",1977000,1278,"0","1","0","1","1","1","0","1","0","1","1","1","0","1"
"1571",1979000,1278,"0","1","0","1","1","1","0","1","1","1","1","1","0","1"
"1572",1980000,1278,"1","1","0","1","1","1","1","1","1","1","1","1","0","2"
"1573",1981000,1278,"0","1","0","0","0","0","0","1","1","1","1","1","0","1"
"1574",1982000,1278,"0","1","0","1","1","1","1","1","1","1","1","1","0","1"
"1575",1983000,1278,"0","1","0","1","0","1","0","0","0","1","1","1","0","2"
"1576",1984000,1278,"0","1","0","0","0","0","1","0","0","1","1","1","0","1"
"1577",1985000,1278,"0","1","1","1","1","1","0","1","1","1","1","1","0","2"
"1578",1986000,1278,"0","1","0","1","1","1","0","1","0","1","1","1","0","2"
"1579",1987000,1278,"0","0","0","1","1","0","0","1","1","1","1","1","0","1"
"1580",1988000,1278,"0","0","0","0","0","0","0","0","1","1","1","1","0","3"
"1581",1989000,1278,"0","1","0","1","0","0","0","0","0","1","1","1","0","1"
"1582",1990000,1278,"0","1","0","1","0","0","0","1","1","1","1","1","0","2"
"1583",1991000,1278,"0","1","0","1","1","0","0","0","0","1","1","1","0","1"
"1584",1996000,1278,"0","0","0","1","1","1","0","1","1","1","1","1","0","2"
"1585",1998000,1278,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"1586",1999000,1278,"0","0","0","0","0","0","0","1","0","1","0","1","0","2"
"1587",2e+06,1278,"0","1","0","1","0","1","0","1","1","1","0","1","0","1"
"1588",2001000,12383,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1589",2002000,12383,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"1590",2003000,12383,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1591",2005000,12383,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1592",2006000,12383,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1593",2007000,12383,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1594",2008000,12383,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1595",2009000,12383,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"1596",2010000,13313,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1597",2011000,13313,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1598",2011100,13313,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1599",2012000,13313,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1600",2013000,13313,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1601",2015000,13313,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"1602",2018000,13313,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1603",2019000,13313,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"1604",2020000,13313,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"1605",2023000,13313,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1606",2024000,13313,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1607",2025000,13313,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1608",2026000,13313,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1609",2027000,13313,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1610",2029000,11887,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"1611",2030000,11887,"0","0","0","1","1","0","0","1","1","1","1","1","1","1"
"1612",2031000,11887,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1613",2033000,11887,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"1614",2035000,11887,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"1615",2036000,11887,"0","0","0","1","1","1","0","1","0","1","1","1","0","1"
"1616",2037000,6768,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1617",2040000,6768,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1618",2041000,6768,"1","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1619",2045000,6768,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1620",2046000,12252,"0","0","0","1","1","1","0","0","0","1","1","1","0","2"
"1621",2047000,12252,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"1622",2048000,12252,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1623",2049000,12252,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1624",2050000,12252,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1625",2052000,12252,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1626",2053000,12252,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1627",2056000,13531,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"1628",2056100,13531,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1629",2057000,13531,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1630",2058000,13531,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"1631",2059000,13531,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1632",2061000,13531,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1633",2062000,13531,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1634",2063000,13531,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1635",2064000,9436,"1","0","1","1","1","0","0","1","1","1","1","1","1","3"
"1636",2067000,9436,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1637",2070000,9436,"0","0","1","1","0","0","1","1","1","1","1","1","1","3"
"1638",2071000,9436,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1639",2072000,9436,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1640",2073000,15148,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1641",2074000,15148,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1642",2075000,15148,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1643",2076000,15148,"0","0","0","1","1","1","1","1","1","1","1","1","1","3"
"1644",2077000,15148,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1645",2079000,15148,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1646",2080000,15148,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"1647",2083000,9253,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1648",2084000,9253,"1","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1649",2085000,9253,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1650",2087000,9253,"1","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1651",2090000,9253,"0","0","1","1","1","1","0","1","1","1","1","1","0","1"
"1652",2095000,9253,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1653",2096000,9253,"0","1","0","1","1","1","0","1","1","1","1","0","0","1"
