"","folio","factor_b2","ah03b","ah03c","ah03d","ah03e","ah03f","ah03g","ah03h","cvo06_1","cvo07_1","cvo05_1","cvo04","cv08_1","cv16","cv07"
"6413",8095000,2196,"0","0","1","1","1","1","0","1","1","1","1","1","0","2"
"6414",8096000,2196,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"6415",8097000,2196,"1","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6416",8098000,2196,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"6417",8099000,2196,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"6418",8100000,5695,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"6419",8101000,5695,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"6420",8102000,5695,"0","0","1","0","0","1","1","1","1","1","1","1","1","2"
"6421",8103000,5695,"0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"6422",8104000,5695,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"6423",8105000,5695,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"6424",8106000,5695,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"6425",8108000,5695,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"6426",8110000,4275,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"6427",8111000,4275,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"6428",8112000,4275,"0","1","1","1","0","1","0","1","1","1","1","1","1","3"
"6429",8113000,4275,"0","0","0","1","1","1","1","1","1","1","1","1","1","2"
"6430",8114000,4275,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"6431",8115000,4275,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"6432",8116000,4275,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"6433",8117000,4275,"0","0","1","1","1","1","0","1","1","1","1","0","0","1"
"6434",8118000,5414,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6435",8119000,5414,"0","0","0","1","0","1","0","1","1","1","1","1","1","3"
"6436",8120000,5414,"0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"6437",8121000,5414,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"6438",8122000,5414,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"6439",8123000,5414,"0","1","0","0","1","1","0","1","1","1","1","1","1","1"
"6440",8125000,5414,"1","1","0","1","1","1","0","1","1","1","1","1","1","1"
"6441",8128000,4375,"0","1","1","1","1","1","1","1","1","1","1","1","1","3"
"6442",8129000,4375,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"6443",8131000,4375,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"6444",8133000,4375,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"6445",8134000,4375,"0","0","1","1","1","1","1","1","1","0","1","1","1","3"
"6446",8135000,4375,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"6447",8136000,3906,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6448",8138000,3906,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"6449",8140000,3906,"0","0","0","1","1","0","0","1","1","1","1","1","1","2"
"6450",8141000,3906,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6451",8145000,4633,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"6452",8146000,4633,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"6453",8147000,4633,"0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"6454",8148000,4633,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"6455",8150000,4633,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"6456",8151000,4633,"0","1","0","1","1","1","1","1","1","1","1","1","1","3"
"6457",8152000,4633,"1","0","1","1","1","1","0","1","1","1","1","1","1","1"
"6458",8153000,4633,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"6459",8154000,2130,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"6460",8157000,2130,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6461",8158000,2130,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"6462",8159000,2130,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"6463",8160000,2130,"1","1","0","1","1","1","1","1","1","1","1","1","1","2"
"6464",8161000,2130,"1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"6465",8164000,11256,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"6466",8165000,11256,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"6467",8169000,11256,"0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"6468",8170000,11256,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"6469",8171000,11256,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"6470",8172000,11256,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"6471",8173000,11256,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"6472",8175000,11256,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"6473",8176000,11256,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"6474",8177000,11256,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"6475",8178000,11256,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"6476",8179000,11256,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6477",8180000,11256,"0","1","0","1","1","1","0","1","1","1","1","0","1","1"
"6478",8181000,4178,"0","0","1","1","1","1","0","1","1","0","1","1","1","2"
"6479",8182000,4178,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6480",8183000,4178,"0","1","1","1","1","1","1","1","1","1","1","1","1","3"
"6481",8184000,4178,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"6482",8185000,4178,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"6483",8187000,4178,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"6484",8188000,4178,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6485",8189000,4178,"0","0","1","1","1","0","0","1","1","1","1","1","1","2"
"6486",8190000,743,"1","0","1","1","1","1","0","1","1","1","1","1","0","3"
"6487",8192000,743,"0","0","0","1","1","1","0","1","1","1","1","1","0","3"
"6488",8193000,743,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"6489",8194000,743,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"6490",8195000,743,"0","1","0","1","1","1","0","1","1","1","1","1","0","3"
"6491",8196000,743,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"6492",8197000,743,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"6493",8198000,743,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"6494",8199000,743,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"6495",8200000,743,"1","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6496",8201000,743,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"6497",8202000,743,"1","0","1","1","1","1","0","0","0","1","1","1","1","3"
"6498",8203000,743,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"6499",8204000,743,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"6500",8205000,743,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"6501",8206000,743,"1","0","0","1","1","1","0","0","0","1","1","1","1","1"
"6502",8209000,743,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6503",8210000,743,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"6504",8211000,743,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"6505",8212000,743,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"6506",8214000,743,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"6507",8215000,743,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"6508",8216000,743,"0","0","1","1","1","0","0","1","1","1","1","1","1","3"
"6509",8217000,743,"1","1","0","0","1","1","0","1","1","1","1","1","1","2"
"6510",8218000,743,"1","0","1","1","1","1","1","1","1","1","1","1","1","3"
"6511",8219000,743,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"6512",8221000,743,"0","1","1","1","1","1","0","1","0","1","1","1","1","3"
"6513",8222000,743,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"6514",8224000,743,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6515",8226000,743,"0","1","1","1","1","1","0","0","0","0","1","1","0","2"
"6516",8227000,743,"0","0","0","1","1","1","0","0","1","1","1","1","0","2"
"6517",8228000,743,"0","1","1","1","1","1","0","0","0","1","1","1","1","2"
"6518",8229000,743,"0","1","1","1","1","1","0","0","0","1","1","1","1","2"
"6519",8230000,743,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"6520",8231000,743,"1","0","0","1","1","1","1","1","1","1","1","1","1","2"
"6521",8232000,743,"1","0","0","1","1","1","0","0","0","1","1","1","0","2"
"6522",8233000,743,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"6523",8234000,743,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"6524",8235000,743,"0","1","1","1","1","1","0","1","1","1","1","1","0","3"
"6525",8237000,743,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"6526",8238000,743,"1","0","1","1","1","1","1","1","1","1","1","1","1","3"
"6527",8239000,743,"1","1","0","1","1","1","0","1","1","1","1","1","0","1"
"6528",8240000,743,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"6529",8241000,743,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"6530",8242000,743,"0","1","0","1","1","1","0","0","0","1","1","1","0","2"
"6531",8244000,2154,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"6532",8245000,2154,"0","1","1","1","1","1","0","0","0","1","1","1","1","1"
"6533",8246000,2154,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"6534",8247000,2154,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"6535",8248000,2154,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"6536",8249000,2154,"1","1","0","1","1","1","0","0","0","1","1","1","0","1"
"6537",8250000,2154,"0","0","0","1","1","1","1","0","0","1","1","1","0","1"
"6538",8251000,2154,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"6539",8252000,2154,"1","0","0","1","1","1","1","1","0","1","1","1","1","2"
"6540",8253000,2154,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"6541",8254000,2154,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"6542",8255000,2154,"0","0","0","1","1","1","1","1","0","1","1","1","1","2"
"6543",8256000,2154,"1","1","1","1","1","1","1","1","0","1","1","1","1","3"
"6544",8258000,2154,"0","1","0","1","1","1","1","1","0","1","1","1","1","2"
"6545",8259000,2154,"0","1","1","1","1","1","0","0","1","1","1","1","0","2"
"6546",8260000,2154,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"6547",8261000,2154,"0","1","0","1","1","1","0","1","0","1","1","1","0","1"
"6548",8262000,2154,"0","1","0","1","1","1","1","1","1","1","1","1","1","3"
"6549",8263000,2154,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"6550",8264000,2154,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"6551",8265000,2154,"0","0","1","1","1","1","0","1","0","1","1","1","1","1"
"6552",8266000,1661,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"6553",8268000,1661,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"6554",8269000,1661,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"6555",8270000,1661,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6556",8271000,1661,"0","0","0","0","0","0","0","0","0","1","1","1","1","2"
"6557",8273000,1661,"0","0","0","1","1","1","0","0","0","1","1","1","1","2"
"6558",8275000,1661,"1","1","1","0","0","0","0","0","1","1","1","1","1","2"
"6559",8276000,1661,"0","0","1","1","1","1","1","0","0","1","1","0","1","1"
"6560",8277000,1661,"0","0","0","1","1","1","0","0","1","1","1","1","1","2"
"6561",8278000,1661,"0","1","0","1","1","1","0","0","1","1","1","1","0","2"
"6562",8279000,1661,"0","1","1","1","1","1","0","0","1","1","1","1","1","2"
"6563",8280000,1661,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"6564",8281000,1661,"0","1","0","1","1","1","0","0","1","1","1","1","1","3"
"6565",8283000,1661,"1","1","0","1","1","1","0","1","1","1","1","1","1","2"
"6566",8284000,1661,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"6567",8285000,1661,"1","1","1","1","1","1","0","1","0","1","1","1","1","2"
"6568",8287000,1661,"1","1","1","1","1","1","0","1","0","1","1","1","1","1"
"6569",8288000,1661,"1","0","0","1","1","1","1","0","0","1","1","1","1","2"
"6570",8289000,1661,"0","0","0","1","1","1","0","0","0","1","1","1","0","2"
"6571",8290000,1661,"0","1","1","1","1","1","0","0","0","1","1","1","1","3"
"6572",8291000,1661,"0","1","0","1","1","1","0","0","0","1","1","1","0","2"
"6573",8293000,1661,"0","1","0","1","1","1","0","0","1","1","1","1","1","3"
"6574",8294000,1661,"0","1","0","1","1","1","0","0","1","1","1","1","1","2"
"6575",8295000,1661,"0","1","0","1","1","1","0","1","1","1","1","1","0","1"
"6576",8296000,1661,"0","0","0","1","1","1","0","0","1","1","1","0","1","2"
"6577",8297000,1661,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"6578",8298000,1661,"0","1","0","1","1","1","0","0","1","1","1","1","0","1"
"6579",8299000,1661,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"6580",8300000,1661,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"6581",8301000,1661,"0","1","0","1","1","1","0","0","1","1","1","1","1","2"
"6582",8302000,1661,"0","1","0","1","1","1","0","0","0","1","1","1","1","3"
"6583",8303000,1661,"1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"6584",8304000,1661,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"6585",8305000,1661,"0","1","0","1","1","1","0","0","0","1","1","1","1","2"
"6586",8306000,1661,"1","1","0","1","1","1","0","1","0","1","1","1","1","1"
"6587",8307000,1661,"1","1","0","1","1","1","0","1","0","1","1","1","1","3"
"6588",8307100,1661,"1","1","0","1","1","1","1","1","0","1","1","1","0","1"
"6589",8308000,1661,"1","1","0","1","1","1","0","1","0","1","1","1","1","3"
"6590",8309000,1661,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"6591",8310000,1661,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"6592",8311000,1661,"1","0","0","1","1","1","0","1","0","1","1","1","0","3"
"6593",8312000,1661,"1","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6594",8313000,1661,"0","1","0","1","1","1","0","0","0","1","1","1","1","1"
"6595",8314000,1661,"1","1","0","1","1","1","1","1","0","1","1","1","1","1"
"6596",8315000,1661,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"6597",8316000,1661,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"6598",8317000,1661,"0","1","0","1","0","0","0","0","0","0","1","0","1","1"
"6599",8318000,1661,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"6600",8320000,1520,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6601",8321000,1520,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"6602",8322000,1520,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"6603",8324000,1520,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"6604",8326000,1520,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"6605",8327000,1520,"0","0","0","1","1","0","0","1","1","1","1","1","1","1"
"6606",8329000,1520,"0","1","0","1","1","1","0","0","0","1","1","1","0","1"
"6607",8330000,1520,"0","1","1","1","1","1","0","0","1","1","1","1","1","2"
"6608",8331000,1520,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"6609",8332000,1520,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6610",8333000,1520,"0","0","0","1","1","0","0","0","0","0","1","1","0","1"
"6611",8334000,1520,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"6612",8335000,1520,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"6613",8336000,1520,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6614",8337000,1520,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"6615",8338000,1520,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"6616",8339000,1520,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"6617",8340000,1520,"0","0","0","0","1","1","0","1","0","1","1","1","0","1"
"6618",8341000,1520,"0","1","1","1","1","1","1","1","0","1","1","1","1","3"
"6619",8343000,1520,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"6620",8344000,1520,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"6621",8345000,1520,"1","1","0","1","1","1","0","1","1","1","1","0","0","2"
"6622",8346000,1520,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"6623",8347000,1520,"0","1","1","1","1","1","0","0","0","0","1","1","0","1"
"6624",8349000,1520,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"6625",8349100,1520,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"6626",8350000,1520,"0","1","1","1","1","1","0","1","0","1","1","0","1","2"
"6627",8351000,1520,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"6628",8353000,1520,"0","1","0","1","1","1","0","1","1","1","1","0","0","1"
"6629",8354000,1520,"0","1","1","1","1","1","1","1","1","1","1","1","1","3"
"6630",8355000,1520,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"6631",8356000,1520,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"6632",8357000,1520,"1","1","0","1","1","1","1","1","1","1","1","1","1","2"
"6633",8358000,1520,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"6634",8359000,1520,"1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"6635",8360000,1520,"0","1","0","1","1","1","1","1","1","1","1","1","1","1"
"6636",8361000,1520,"1","0","1","1","1","1","0","1","1","1","1","1","0","2"
"6637",8361100,1520,"0","1","1","1","1","1","0","1","0","1","1","0","0","1"
"6638",8362000,1520,"1","0","1","1","1","1","1","1","1","1","1","1","1","3"
"6639",8363000,1520,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"6640",8364000,1520,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"6641",8365000,1520,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"6642",8366000,1520,"0","1","1","1","1","1","1","1","0","1","1","1","1","2"
"6643",8367000,1520,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"6644",8368000,1520,"0","1","1","1","1","1","1","1","1","1","1","1","1","3"
"6645",8369000,1520,"0","0","0","1","1","1","0","0","0","1","1","1","1","3"
"6646",8370000,1520,"0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"6647",8371000,1520,"1","0","0","1","1","1","1","0","0","1","1","1","0","1"
"6648",8372000,1520,"1","1","1","1","1","1","1","1","1","1","1","1","0","1"
"6649",8373000,1520,"1","1","1","1","1","1","0","1","0","1","1","1","1","3"
"6650",8374000,1131,"0","1","0","1","1","1","0","0","0","1","1","1","0","2"
"6651",8375000,1131,"0","0","0","1","1","0","0","0","0","1","1","0","0","1"
"6652",8376000,1131,"1","0","1","1","1","1","0","0","0","1","1","0","0","3"
"6653",8377000,1131,"1","0","1","1","1","1","0","0","0","1","1","0","0","2"
"6654",8378000,1131,"0","0","1","1","1","1","0","0","0","1","1","1","0","2"
"6655",8379000,1131,"0","0","0","1","1","1","0","0","0","1","1","1","0","3"
"6656",8380000,1131,"0","1","1","1","1","1","0","0","0","1","1","0","1","2"
"6657",8381000,1131,"0","1","0","1","1","1","0","0","0","1","1","0","0","3"
"6658",8382000,1131,"0","0","0","1","1","1","0","0","0","0","1","1","0","1"
"6659",8383000,1131,"1","0","1","1","1","0","0","0","0","1","1","1","0","2"
"6660",8384000,1131,"0","1","0","1","1","1","0","0","0","0","1","1","0","2"
"6661",8385000,1131,"0","1","1","1","1","1","0","0","0","1","1","1","0","3"
"6662",8386000,1131,"1","1","1","1","1","1","0","0","0","1","1","1","1","3"
"6663",8387000,1131,"0","1","0","1","1","1","0","0","0","1","1","0","0","2"
"6664",8388000,1131,"0","1","0","1","1","1","0","0","0","1","1","1","1","2"
"6665",8389000,1131,"0","0","1","1","1","1","0","0","0","1","1","1","0","2"
"6666",8390000,1131,"1","1","1","1","1","1","0","0","0","1","1","1","0","3"
"6667",8391000,1131,"1","1","0","1","1","1","0","0","0","1","1","1","0","3"
"6668",8392000,1131,"0","1","0","1","1","1","0","0","0","1","1","1","0","3"
"6669",8393000,1131,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"6670",8394000,1131,"0","0","0","1","1","1","0","0","0","1","1","1","1","3"
"6671",8395000,1131,"0","1","1","1","1","1","0","0","0","1","1","1","1","2"
"6672",8397000,1131,"0","0","0","1","1","1","0","0","0","1","1","1","1","2"
"6673",8398000,1131,"1","0","0","1","1","1","0","0","0","1","1","0","1","1"
"6674",8399000,1131,"1","1","0","1","1","1","0","0","0","1","1","0","1","3"
"6675",8400000,1131,"1","1","0","1","1","1","0","0","1","1","1","0","0","2"
"6676",8401000,1131,"0","1","1","1","1","1","0","0","0","1","1","1","0","3"
"6677",8402000,1131,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"6678",8403000,1131,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"6679",8404000,1131,"0","1","0","1","1","1","0","0","0","1","1","1","0","3"
"6680",8405000,1131,"0","0","0","1","1","1","0","0","0","1","1","1","0","2"
"6681",8406000,1131,"0","1","0","1","1","0","0","0","1","1","1","1","0","1"
"6682",8407000,1131,"0","1","0","1","1","1","0","1","1","1","1","1","0","3"
"6683",8408000,1131,"1","1","1","1","1","1","0","0","0","0","1","1","0","3"
"6684",8409000,1131,"1","1","0","1","1","1","0","0","0","1","1","1","1","3"
"6685",8410000,1131,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"6686",8411000,1131,"0","1","0","1","1","1","0","0","0","1","1","1","1","2"
"6687",8412000,1131,"1","0","0","1","1","1","0","1","0","1","1","1","0","3"
"6688",8413000,1131,"1","1","1","1","1","1","0","1","0","1","1","1","1","3"
"6689",8414000,1131,"0","1","1","1","1","1","0","0","0","1","1","1","0","3"
"6690",8415000,1131,"0","0","1","1","1","1","0","0","0","1","1","1","1","2"
"6691",8416000,1131,"0","1","0","1","1","1","0","1","0","1","1","1","1","1"
"6692",8417000,1131,"0","1","1","1","1","1","0","0","0","1","1","1","0","2"
"6693",8418000,1131,"0","1","0","1","1","1","0","1","1","1","1","1","0","2"
"6694",8419000,1131,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"6695",8420000,1131,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"6696",8421000,1131,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"6697",8422000,1131,"1","1","1","1","1","1","0","0","0","1","1","1","1","2"
"6698",8423000,1131,"0","0","1","1","1","1","0","1","0","1","1","1","1","2"
"6699",8424000,1131,"0","1","1","1","1","1","1","0","0","1","1","1","1","2"
"6700",8425000,1131,"0","0","0","1","0","0","0","1","1","1","1","1","1","3"
"6701",8426000,1131,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"6702",8427000,1131,"0","0","0","0","1","1","0","1","0","1","1","1","0","1"
"6703",8428000,367,"1","0","0","1","1","1","0","1","1","1","1","1","0","3"
"6704",8429000,367,"0","1","0","1","1","1","0","1","1","1","1","1","0","2"
"6705",8430000,367,"1","1","0","1","1","1","1","0","0","1","1","1","0","2"
"6706",8432000,367,"1","0","0","1","1","1","0","0","1","1","1","0","0","3"
"6707",8433000,367,"1","1","0","1","1","1","0","0","0","1","1","1","1","3"
"6708",8435000,367,"0","1","0","1","1","1","0","0","0","1","1","1","0","3"
"6709",8436000,367,"0","0","0","1","1","1","1","0","0","1","1","1","0","2"
"6710",8437000,367,"0","0","1","0","1","1","0","0","0","1","1","1","1","3"
"6711",8438000,367,"1","0","1","1","1","1","0","0","0","1","1","1","1","1"
"6712",8439000,367,"0","1","0","1","1","1","0","0","0","1","1","1","1","1"
"6713",8440000,367,"0","1","1","1","1","1","0","0","1","1","1","1","1","3"
"6714",8441000,367,"0","1","0","1","1","1","0","0","0","1","1","1","1","2"
"6715",8442000,367,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"6716",8444000,367,"0","1","0","1","1","1","0","0","0","1","1","1","0","1"
"6717",8445000,367,"0","0","0","1","1","1","0","0","1","1","1","1","1","3"
"6718",8446000,367,"0","0","1","1","1","1","0","0","0","1","1","0","0","3"
"6719",8447000,367,"0","1","0","1","1","1","0","0","0","1","1","0","0","2"
"6720",8448000,367,"0","0","0","1","1","1","0","0","0","1","1","1","0","3"
"6721",8449000,367,"1","0","0","1","1","1","0","0","0","1","1","1","0","1"
"6722",8450000,367,"0","1","0","1","1","1","0","1","1","1","1","0","0","2"
"6723",8451000,367,"1","1","0","1","1","1","0","0","0","1","1","1","0","3"
"6724",8452000,367,"1","1","0","1","1","1","0","0","0","1","1","1","0","3"
"6725",8453000,367,"1","0","1","1","1","1","0","1","0","1","1","0","1","2"
"6726",8454000,367,"0","0","0","1","1","1","0","0","0","1","1","0","0","1"
"6727",8456000,367,"0","0","0","1","0","0","0","0","0","0","1","0","0","1"
"6728",8457000,367,"0","1","0","1","1","1","0","0","0","1","1","1","0","2"
"6729",8458000,367,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"6730",8459000,367,"0","1","0","1","1","1","0","0","0","1","1","1","1","2"
"6731",8460000,367,"0","1","0","1","1","1","0","0","0","1","1","0","0","1"
"6732",8461000,367,"0","1","0","1","1","1","0","0","1","1","1","0","1","2"
"6733",8462000,367,"0","1","0","1","1","1","0","0","1","1","1","1","1","3"
"6734",8463000,367,"0","1","0","1","1","1","0","0","0","1","1","0","1","3"
"6735",8464000,367,"0","0","1","1","1","1","0","1","1","1","1","1","0","1"
"6736",8465000,367,"0","0","1","1","1","1","0","1","0","1","1","1","0","1"
"6737",8466000,367,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"6738",8467000,367,"0","0","0","1","1","1","1","0","0","1","1","1","0","3"
"6739",8468000,367,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"6740",8469000,367,"0","0","0","1","1","1","0","0","0","1","1","1","0","3"
"6741",8470000,367,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"6742",8471000,367,"0","0","0","0","1","1","0","0","0","1","1","1","0","1"
"6743",8472000,367,"0","0","0","1","1","1","0","0","1","1","1","1","0","2"
"6744",8473000,367,"0","0","1","0","0","0","0","0","0","1","1","0","0","2"
"6745",8474000,367,"0","0","1","1","1","1","1","1","0","1","1","1","0","1"
"6746",8475000,367,"0","1","1","1","1","1","0","0","0","1","1","1","1","3"
"6747",8476000,367,"0","0","1","1","1","1","0","0","0","1","1","1","0","3"
"6748",8478000,367,"0","0","0","1","1","1","0","1","0","1","1","1","0","2"
"6749",8479000,367,"0","0","0","1","1","1","0","1","1","1","1","1","0","3"
"6750",8481000,367,"0","0","0","1","1","1","0","1","1","1","0","1","1","3"
"6751",8482000,1227,"0","0","0","1","1","1","0","0","0","1","1","1","0","2"
"6752",8483000,1227,"1","1","1","1","1","1","0","0","1","1","1","1","1","3"
"6753",8484000,1227,"0","0","0","1","1","1","0","0","1","1","1","1","1","3"
