"","folio","ah03b","fac_2l","ah03c","ah03d","ah03d1","ah03e","ah03f","ah03g","ah03h","cvo06_1","cvo07_1","cvo05_1","cvo04","cv08_1","cv16","cv07"
"1","000010AP00","0",2471,"0","0","0","1","1","0","0","1","1","1","1","1","1","2"
"2","000010BP03","0",2471,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"3","000020AP00","0",2471,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4","000020CP03","1",2471,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"5","000030AP00","1",2471,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"6","000040AP00","0",2471,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"7","000060AP00","0",2471,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"8","000070AP00","0",2471,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"9","000080AP00","1",2471,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"10","000100AP00","0",1431,"1","0","0","0","0","0","0","0","0","0","1","0","1","1"
"11","000100CP02","0",1431,"1","0","0","1","0","0","0","0","0","0","1","0","1","1"
"12","000100CP03","0",1431,"0","0","0","1","0","1","0","1","0","1","1","1","1","1"
"13","000110AP00","0",1431,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"14","000120AP00","1",1431,"1","0","0","1","0","1","0","1","1","1","1","1","1","1"
"15","000130AP00","0",1431,"0","0","0","0","1","1","0","0","0","1","1","1","1","2"
"16","000140AP00","0",1431,"0","0","0","1","1","1","0","1","0","0","1","1","0","1"
"17","000160AP00","0",1431,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"18","000170AP00","0",1431,"0","1","1","1","0","1","0","1","1","1","1","1","1","3"
"19","000180AP00","0",1431,"1","0","0","1","1","1","0","1","1","1","1","1","0","2"
"20","000190AP00","0",1030,"0","0","0","1","1","1","0","1","1","1","1","1","0","1"
"21","000210AP00","0",1030,"1","1","0","1","1","1","0","1","1","1","1","1","1","2"
"22","000220AP00","1",1030,"0","0","0","1","1","0","0","1","1","1","1","1","1","1"
"23","000230AP00","0",1030,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"24","000230CP06","0",1030,"0","0","0","1","1","1","0","1","1","1","1","1","0","1"
"25","000240AP00","0",1030,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"26","000250AP00","1",1030,"0","1","0","1","0","1","0","1","1","1","1","1","0","3"
"27","000250BP04","0",1030,"1","0","0","1","1","1","0","0","0","1","1","1","0","1"
"28","000250BP06","1",1030,"1","0","0","1","0","1","0","1","1","0","1","1","0","1"
"29","000250CP05","0",1030,"0","0","1","1","0","1","0","1","1","1","1","1","1","1"
"30","000260AP00","0",1030,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"31","000270AP00","1",1030,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"32","000280AP00","0",1030,"1","0","0","1","1","0","0","0","0","0","0","0","0","3"
"33","000290AP00","0",1030,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"34","000300AP00","1",1030,"1","1","0","1","1","1","0","1","1","1","1","1","1","3"
"35","000340AP00","0",1030,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"36","000340CP05","0",1030,"0","0","1","1","1","1","1","0","0","0","0","0","0","3"
"37","000350AP00","0",1030,"1","0","1","1","1","1","0","1","1","0","1","1","1","3"
"38","000350CP04","0",1030,"1","0","0","1","0","0","0","1","1","1","1","1","1","1"
"39","000350CP05","1",1030,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"40","000350CP07","0",1030,"1","1","0","1","1","0","0","1","0","0","1","0","0","1"
"41","000350CP09","0",1030,"0","0","0","1","0","1","0","0","1","1","1","1","1","1"
"42","000370AP00","1",794,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"43","000370BP05","0",794,"1","0","1","1","1","1","0","1","1","1","1","1","1","1"
"44","000370CP04","0",794,"1","1","0","1","1","1","1","1","1","1","1","1","1","1"
"45","000370CP07","0",794,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"46","000380AP00","0",794,"1","0","0","1","0","1","0","1","0","1","1","0","0","1"
"47","000390AP00","0",794,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"48","000400AP00","0",794,"0","0","0","0","0","0","0","1","0","1","1","1","1","1"
"49","000420AP00","1",794,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"50","000420CP05","0",794,"0","0","0","1","0","1","0","1","1","0","1","1","1","1"
"51","000430AP00","0",794,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"52","000440AP00","0",794,"1","1","0","1","1","1","0","0","0","1","1","1","1","3"
"53","000440BP03","0",794,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"54","000460AP00","0",2276,"1","0","0","1","0","1","0","1","1","1","1","1","1","1"
"55","000460BP03","0",2276,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"56","000460CP04","0",2276,"1","0","0","1","1","1","0","0","0","0","1","1","1","1"
"57","000470AP00","0",2276,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"58","000480AP00","0",2276,"0","0","0","0","1","1","0","1","1","1","1","1","1","2"
"59","000480BP07","0",2276,"0","0","0","0","1","1","0","1","1","1","1","1","1","2"
"60","000480CP04","0",2276,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"61","000510AP00","0",2276,"1","1","1","1","1","1","0","1","0","1","1","1","1","3"
"62","000510CP07","0",2276,"0","0","0","1","0","1","0","1","1","1","1","1","1","1"
"63","000520AP00","1",2276,"1","0","0","1","1","1","0","1","1","1","1","0","1","3"
"64","000520BP06","0",2276,"1","0","0","1","1","1","0","1","1","1","1","0","1","1"
"65","000520CP03","0",2276,"1","0","0","1","0","1","0","1","1","1","1","0","1","1"
"66","000540AP00","0",2276,"1","0","0","1","1","1","0","0","0","1","1","1","1","3"
"67","000540BP03","1",2276,"0","1","0","1","1","1","0","1","0","1","1","1","1","1"
"68","000540BP05","0",2276,"1","1","0","1","1","1","0","1","1","1","1","1","1","2"
"69","000540BP11","0",2276,"1","1","0","1","1","1","0","0","0","1","1","1","1","1"
"70","000540CP08","1",2276,"1","0","1","1","1","1","0","0","0","1","1","1","1","1"
"71","000540CP10","0",2276,"0","0","0","1","1","0","1","1","1","1","1","1","0","3"
"72","000580AP00","0",2327,"0","0","0","1","1","1","0","0","0","1","1","1","1","3"
"73","000590AP00","0",2327,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"74","000590CP03","0",2327,"0","0","0","1","0","0","0","1","0","0","1","1","1","2"
"75","000590CP04","0",2327,"0","0","0","1","0","1","0","1","1","1","1","1","1","3"
"76","000610AP00","0",2327,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"77","000620AP00","0",2327,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"78","000640AP00","0",4048,"1","0","0","1","1","0","0","1","1","1","1","1","1","1"
"79","000650AP00","0",4048,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"80","000670AP00","0",4048,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"81","000670CP04","0",4048,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"82","000680AP00","0",4048,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"83","000700AP00","1",4048,"0","0","0","1","1","1","0","1","1","0","1","1","1","2"
"84","000720AP00","1",4048,"1","0","1","1","1","1","1","1","1","1","1","1","1","3"
"85","000730AP00","0",2611,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"86","000730CP03","0",2611,"1","0","1","1","0","0","0","1","1","1","1","1","1","1"
"87","000740AP00","0",2611,"1","0","1","1","1","1","1","1","1","1","1","1","1","3"
"88","000750AP00","1",2611,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"89","000760AP00","0",2611,"1","1","0","1","1","1","1","1","1","1","1","1","1","2"
"90","000770AP00","0",2611,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"91","000790AP00","0",2611,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"92","000810AP00","0",2611,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"93","000830AP00","0",3828,"0","0","0","1","1","0","0","0","0","0","0","0","0","3"
"94","000840AP00","0",3828,"0","0","0","1","1","1","0","0","0","0","1","1","1","2"
"95","000850AP00","0",3828,"0","0","0","1","1","0","0","0","0","1","1","1","1","2"
"96","000880AP00","0",3828,"1","0","0","1","1","1","0","0","0","0","1","1","1","2"
"97","000880BP03","0",3828,"0","0","0","1","1","1","0","0","0","1","1","1","1","2"
"98","000910AP00","0",2413,"0","0","0","1","1","1","0","1","0","1","1","1","0","2"
"99","000920AP00","0",2413,"1","0","1","1","1","1","1","0","0","1","1","1","0","2"
"100","000930AP00","0",2413,"1","0","0","1","1","1","0","1","0","1","1","1","0","2"
"101","000930BP01","0",2413,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"102","000930CP04","1",2413,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"103","000940AP00","0",2413,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"104","000950AP00","0",2413,"0","0","0","1","1","1","0","1","1","1","1","1","0","2"
"105","000960AP00","0",2413,"0","0","0","1","1","1","0","1","0","1","1","1","0","1"
"106","000970AP00","0",2413,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"107","000970CP03","0",2413,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"108","000980AP00","0",2413,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"109","001000AP00","0",3206,"0","0","0","1","1","1","0","0","0","1","1","1","1","3"
"110","001010AP00","0",3206,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"111","001020AP00","0",3206,"1","0","1","1","1","1","1","1","1","1","1","1","1","2"
"112","001030AP00","0",3206,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"113","001040AP00","0",3206,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"114","001050AP00","0",3206,"0","0","1","1","0","0","0","1","1","1","1","1","1","3"
"115","001060AP00","1",3206,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"116","001070AP00","0",3206,"1","1","0","1","1","0","0","0","0","1","1","1","0","3"
"117","001080AP00","0",3206,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"118","001090AP00","0",2096,"0","0","0","1","1","1","0","1","0","0","1","1","0","3"
"119","001100AP00","0",2096,"0","0","0","1","1","1","0","0","0","1","1","1","0","2"
"120","001110AP00","0",2096,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"121","001120AP00","0",2096,"0","0","0","1","1","1","1","0","0","1","1","1","1","3"
"122","001120CP03","0",2096,"0","0","0","0","0","0","0","0","0","1","1","1","0","1"
"123","001130AP00","0",2096,"0","0","0","1","0","1","0","1","1","1","1","1","0","1"
"124","001140AP00","0",2096,"0","0","0","1","0","1","0","0","0","1","1","1","0","2"
"125","001150AP00","0",2096,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"126","001160AP00","1",2096,"0","0","0","1","1","1","0","1","1","1","1","1","0","2"
"127","001170AP00","0",2096,"0","0","0","1","1","1","0","1","1","1","1","1","0","3"
"128","001170BP02","0",2096,"0","0","0","1","1","0","0","0","0","1","1","1","0","2"
"129","001180AP00","0",2096,"0","0","0","0","0","0","0","1","1","1","1","1","0","3"
"130","001180CP03","0",2096,"0","0","0","1","1","0","0","1","1","1","1","1","0","2"
"131","001190AP00","1",2096,"1","0","0","1","0","0","0","1","1","1","1","0","0","1"
"132","001200AP00","0",2096,"0","0","0","1","1","1","1","0","0","1","1","1","0","3"
"133","001200CP06","0",2096,"0","1","0","1","1","1","0","0","0","0","1","1","0","1"
"134","001210AP00","0",2096,"1","0","0","1","1","1","0","0","0","1","1","1","0","1"
"135","001220AP00","0",2096,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"136","001250AP00","0",2096,"0","0","0","1","1","1","0","1","1","1","1","0","0","2"
"137","001260AP00","0",2096,"0","0","0","1","1","0","0","1","1","1","1","1","0","2"
"138","001270AP00","0",2613,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"139","001280AP00","1",2613,"1","0","1","1","1","1","0","1","1","1","1","1","1","1"
"140","001290AP00","0",2613,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"141","001310AP00","1",2613,"0","0","1","1","1","1","0","0","1","1","1","1","1","3"
"142","001320AP00","0",2613,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"143","001330AP00","0",2613,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"144","001350AP00","0",2613,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"145","001360AP00","0",2207,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"146","001370AP00","0",2207,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"147","001400AP00","1",2207,"1","1","0","1","1","1","0","1","1","1","1","1","1","2"
"148","001410AP00","0",2207,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"149","001410BP03","1",2207,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"150","001440AP00","1",2207,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"151","001450AP00","0",2355,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"152","001450CP02","1",2355,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"153","001460AP00","0",2355,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"154","001470AP00","0",2355,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"155","001490AP00","0",2355,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"156","001500AP00","1",2355,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"157","001510AP00","0",2355,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"158","001510CP02","0",2355,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"159","001570AP00","0",2012,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"160","001570CP03","0",2012,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"161","001570CP04","0",2012,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"162","001580AP00","0",2012,"1","1","0","1","1","1","1","1","1","1","1","1","1","3"
"163","001580BP04","0",2012,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"164","001580BP05","0",2012,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"165","001590AP00","0",2012,"0","0","1","1","1","1","1","1","1","1","1","1","1","2"
"166","001590CP01","1",2012,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"167","001600AP00","0",2012,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"168","001600CP02","0",2012,"1","0","0","1","0","1","0","1","1","1","1","1","1","1"
"169","001650AP00","0",1519,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"170","001680AP00","0",1519,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"171","001710AP00","0",1519,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"172","001740AP00","0",1519,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"173","001750AP00","0",1519,"0","0","0","1","1","0","0","1","1","1","1","1","1","2"
"174","001780AP00","0",1519,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"175","001780CP03","0",1519,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"176","001800AP00","0",1519,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"177","001850AP00","0",1584,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"178","001880AP00","1",1584,"0","1","1","1","1","1","0",NA,NA,NA,NA,"1","1","3"
"179","001880CP03","1",1584,"1","0","1","1","1","1","0","1","1","1","1","1","1","1"
"180","001900AP00","1",13852,"1","0","0","1","0","1","0","1","1","1","1","0","0","1"
"181","001900BP04","0",13852,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"182","001900BP05","0",13852,"0","0","0","1","1","0","0","1","1","1","1","1","0","1"
"183","001910AP00","0",13852,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"184","001920AP00","0",13852,"0","0","0","1","1","0","0","1","1","1","1","1","1","2"
"185","001920CP01","0",13852,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"186","001920CP02","0",13852,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"187","001940AP00","0",13852,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"188","001950AP00","0",13852,"1","0","0","1","0","1","0","0","0","0","1","1","0","2"
"189","001950CP03","0",13852,"0","0","0","1","0","1","0","1","1","1","1","1","1","1"
"190","001970AP00","0",13852,"1","0","1","1","1","1","0","1","1","0","1","1","1","3"
"191","001980AP00","0",13852,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"192","001990AP00","0",13852,"0","0","1","1","1","1","0","1","1","0","1","1","1","2"
"193","001990CP03","0",13852,"0","0","0","1","1","1","0","1","0","0","1","1","1","1"
"194","002000AP00","1",13852,"1","1","0","1","0","1","0","1","0","1","1","0","0","1"
"195","002010AP00","0",13852,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"196","002020AP00","0",13852,"1","0","1","1","1","1","0","1","0","0","1","1","1","2"
"197","002020BP03","1",13852,"0","0","0","1","1","0","0","1","1","1","1","1","1","1"
"198","002030AP00","0",13852,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"199","002060AP00","1",13852,"1","0","1","1","1","1","1","1","1","1","1","1","1","3"
"200","002070AP00","0",13852,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"201","002080AP00","0",13852,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"202","002090AP00","0",13852,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"203","002100AP00","0",13852,"1","0","0","0","1","1","0","1","1","1","1","1","1","1"
"204","002110AP00","0",13852,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"205","002110CP03","0",13852,"0","0","0","1","0","0","0","0","0","0","1","1","1","1"
"206","002120AP00","0",13852,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"207","002120CP02","0",13852,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"208","002130AP00","1",13852,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"209","002130CP03","0",13852,"1","1","0","1","1","1","1","1","1","1","1","1","1","2"
"210","002130CP05","0",13852,"0","1","0","1","0","1","0","1","1","1","1","1","1","1"
"211","002140AP00","0",13852,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"212","002150AP00","0",13852,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"213","002150CP03","1",13852,"1","0","0","1","1","1","0","1","1","0","0","1","1","1"
"214","002170AP00","1",13852,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"215","002180AP00","1",13852,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"216","002190AP00","1",13852,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"217","002200AP00","0",13852,"0","0","0","1","0","1","0","1","1","1","1","1","1","1"
"218","002210AP00","0",13852,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"219","002230AP00","0",13852,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"220","002250AP00","0",13852,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"221","002270AP00","1",13852,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"222","002310AP00","0",13852,"1","0","1","1","1","1","0","0","0","1","0","1","1","3"
"223","002320AP00","1",13852,"1","0","1","1","1","1","1","1","1","1","1","1","1","2"
"224","002360AP00","1",13852,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"225","002400AP00","0",13852,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"226","002400CP01","0",13852,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"227","002430AP00","0",13852,"0","0","0","1","1","1","0","0","0","0","0","0","0","3"
"228","002440AP00","0",7551,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"229","002460AP00","0",7551,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"230","002470AP00","0",7551,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"231","002480AP00","0",7551,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"232","002490AP00","0",7551,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"233","002500AP00","0",7551,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"234","002510AP00","0",7551,"1","0","0","1","1","1","0","0","0","0","1","1","0","1"
"235","002510BP03","0",7551,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"236","002520AP00","1",7551,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"237","002530AP00","0",7551,"0","0","0","1","0","0","0","0","0","1","1","1","0","1"
"238","002540AP00","1",7551,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"239","002580AP00","0",7551,"1","0","0","1","1","1","0","1","0","1","1","1","0","1"
"240","002590AP00","0",7551,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"241","002600AP00","0",7551,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"242","002610AP00","0",7551,"0","0","1","1","1","1","0","0","0","0","0","0","0","3"
"243","002620AP00","1",7551,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"244","002630AP00","0",7551,"0","0","1","1","0","0","0","0","0","0","0","1","1","2"
"245","002640AP00","0",7551,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"246","002650AP00","0",7551,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"247","002660AP00","1",7551,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"248","002670AP00","0",7551,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"249","002690AP00","1",7551,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"250","002700AP00","1",7551,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"251","002710AP00","0",7551,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"252","002720AP00","1",7551,"1","0","0","1","1","1","1","1","1","1","1","1","1","1"
"253","002730AP00","0",7551,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"254","002750AP00","1",7551,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"255","002770AP00","0",7551,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"256","002790AP00","0",7551,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"257","002800AP00","0",7551,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"258","002810AP00","0",7551,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"259","002820AP00","0",7551,"0","0","0","0","1","1","0","1","1","1","1","1","1","2"
"260","002840CP01","0",0,"0","0","0","1","1","0","0","1","1","1","1","1","1","3"
"261","002870AP00","0",7551,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"262","002880AP00","0",7551,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"263","002890AP00","0",7551,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"264","002890CP02","1",7551,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"265","002900AP00","0",7551,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"266","002910AP00","0",7551,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"267","002920AP00","0",7551,"0","0","0","1","1","0","0","1","1","1","0","1","1","3"
"268","002930AP00","0",7551,"0","0","0","1","0","1","0","1","0","1","1","1","1","2"
"269","002940AP00","0",7551,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"270","002950AP00","0",7551,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"271","002960AP00","0",7551,"0","0","0","1","1","1","0","1","0","1","1","1","0","2"
"272","002970AP00","0",7551,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"273","002980AP00","0",525,"0","0","1","1","1","1","0","0","1","1","1","1","0","2"
"274","002980BP02","0",525,"1","0","0","0","0","0","0","1","1","1","1","0","0","1"
"275","002980BP03","1",525,"0","0","0","1","1","0","0","1","1","1","1","1","0","2"
"276","003010AP00","1",525,"0","0","0","1","1","0","0","1","1","0","1","1","0","3"
"277","003040AP00","1",525,"0","0","0","1","1","1","0","1","0","1","1","1","0","1"
"278","003050AP00","1",525,"0","0","0","1","1","0","0","1","1","1","1","1","1","1"
"279","003080AP00","0",525,"0","0","0","0","0","0","0","0","0","1","1","1","0","1"
"280","003090AP00","1",525,"0","0","0","0","1","0","0","0","1","0","1","0","0","1"
"281","003120AP00","1",525,"0","0","0","1","1","0","1","1","0","1","1","0","0","3"
"282","003160AP00","0",525,"1","0","0","1","0","1","0","1","1","1","1","1","0","1"
"283","003170AP00","0",525,"0","0","0","1","1","0","0","0","0","1","1","1","0","1"
"284","003190AP00","1",525,"1","0","0","1","0","1","0","1","0","1","1","0","0","1"
"285","003210AP00","0",525,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"286","003210CP04","0",525,"0","0","0","1","0","0","0","1","1","1","1","0","0","1"
"287","003210CP06","0",525,"0","0","0","1","1","1","0","1","1","0","1","1","1","2"
"288","003240AP00","1",525,"1","1","0","1","0","0","0","1","1","0","1","0","0","1"
"289","003250AP00","0",525,"0","0","0","1","0","0","0","0","0","0","1","1","0","1"
"290","003250CP02","1",525,"0","0","0","1","0","0","0","0","0","0","1","0","0","1"
"291","003250CP03","1",525,"0","0","0","1","0","0","0","1","1","0","1","0","0","1"
"292","003260AP00","1",525,"0","0","0","0","0","0","0","0","0","1","1","0","0","3"
"293","003320AP00","0",525,"0","0","0","0","0","0","0","1","0","0","1","0","0","3"
"294","003330AP00","1",525,"0","1","1","1","1","1","0","1","1","1","1","0","0","3"
"295","003340AP00","1",525,"0","0","0","1","1","1","0","1","1","1","1","1","0","1"
"296","003370AP00","1",525,"0","0","0","1","0","0","0","1","1","0","1","1","0","1"
"297","003410AP00","1",525,"0","0","0","1","0","1","0","1","1","1","1","0","0","2"
"298","003420AP00","0",525,"0","0","0","0","0","0","0","0","0","0","1","1","0","1"
"299","003430AP00","0",525,"0","0","0","0","1","0","0","0","0","0","1","1","0","1"
"300","003430CP04","0",525,"0","0","0","1","0","1","0","1","1","0","1","0","0","1"
"301","003450AP00","0",525,"0","0","0","0","0","0","0","1","1","1","1","1","1","2"
"302","003460AP00","1",525,"0","1","0","0","0","0","0","0","0","1","1","0","0","1"
"303","003460BP05","1",525,"0","1","0","0","0","1","0","1","1","1","1","1","0","2"
"304","003470AP00","1",525,"0","0","0","1","1","0","0","0","0","0","1","1","0","1"
"305","003480AP00","1",525,"0","0","0","0","1","1","0","1","0","0","1","1","0","2"
"306","003480CP07","0",525,"0","0","0","0","0","1","0","1","0","1","1","1","0","1"
"307","003490AP00","0",525,"0","0","0","0","1","1","0","1","1","1","1","1","1","2"
"308","003500AP00","1",525,"0","0","0","1","1","0","0","0","0","0","1","0","0","1"
"309","003520AP00","1",10247,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"310","003540AP00","1",10247,"0","0","0","1","0","0","0","0","0","0","1","0","0","1"
"311","003550AP00","0",10247,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"312","003550BP03","0",10247,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"313","003560AP00","1",10247,"0","0","0","1","0","1","0","0","0","0","1","0","0","2"
"314","003570AP00","1",10247,"0","0","0","1","0","0","0","1","0","1","1","0","0","1"
"315","003570BP03","1",10247,"0","0","0","0","0","0","0","0","0","0","1","1","0","1"
"316","003580AP00","0",10247,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
