"","folio","ah03b","fac_2l","ah03c","ah03d","ah03d1","ah03e","ah03f","ah03g","ah03h","cvo06_1","cvo07_1","cvo05_1","cvo04","cv08_1","cv16","cv07"
"1422","015550CP03","0",6561,"1","0","0","1","1","1","0","1","0","1","1","1","1","1"
"1423","015560AP00","0",6561,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"1424","015580AP00","0",6561,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"1425","015580CP02","0",6561,"1","0","0","1","1","1","0","1","0","1","1","1","1","1"
"1426","015590AP00","0",6561,"0","0","0","1","1","0","0","1","0","1","1","1","1","2"
"1427","015600AP00","0",6561,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"1428","015620AP00","0",6561,"1","0","0","1","1","1","0","1","0","1","1","1","1","2"
"1429","015630AP00","0",6561,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1430","015640AP00","0",6561,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1431","015640CP02","0",6561,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"1432","015650AP00","0",6561,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1433","015660AP00","0",6561,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"1434","015670AP00","0",6561,"0","1","0","1","1","1","1","1","0","1","1","0","1","1"
"1435","015680AP00","0",6561,"0","0","0","0","1","1","0","1","0","1","1","0","1","1"
"1436","015690AP00","0",6561,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1437","015700AP00","0",6561,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"1438","015700BP05","0",6561,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"1439","015720AP00","0",6561,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"1440","015720BP03","0",6561,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1441","015720CP04","1",6561,"0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"1442","015730AP00","0",6561,"1","1","1","1","1","1","0","1","1","1","1","0","1","3"
"1443","015750AP00","0",6561,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"1444","015750BP01","0",6561,"0","1","0","1","1","1","1","1","0","1","1","1","1","1"
"1445","015750BP03","0",6561,"0","0","1","1","1","1","0","1","0","1","1","1","1","1"
"1446","015760AP00","0",6561,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"1447","015780AP00","0",6561,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"1448","015800AP00","0",6561,"1","0","0","1","1","1","0","1","0","1","1","1","1","2"
"1449","015800BP03","0",6561,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1450","015810AP00","0",6561,"0","0","0","1","1","1","1","1","0","1","1","0","1","1"
"1451","015830AP00","0",6561,"0","0","0","0","1","1","0","0","0","0","1","0","1","1"
"1452","015830CP04","0",6561,"0","0","0","1","1","1","1","0","0","0","1","0","1","1"
"1453","015840AP00","0",6481,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1454","015860AP00","0",6481,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1455","015880AP00","0",6481,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1456","015900AP00","1",6481,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1457","015900CP03","0",6481,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"1458","015930AP00","0",4152,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"1459","015940AP00","0",4152,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1460","015940BP03","0",4152,"0","0","0","0","0","0","0","1","1","1","1","1","1","3"
"1461","015950AP00","1",4152,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"1462","015970AP00","0",4152,"1","1","0","1","1","1","1","1","1","1","1","1","1","2"
"1463","015980AP00","0",4152,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1464","016020AP00","1",4742,"1","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1465","016030AP00","0",4742,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1466","016040AP00","0",4742,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1467","016040CP03","0",4742,"0","0","1","1","1","0","0","1","1","1","1","1","1","2"
"1468","016080AP00","0",4742,"0","0","0","1","1","1","0",NA,NA,NA,NA,"1","1","3"
"1469","016081AP00","0",4742,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"1470","016090AP00","0",4742,"1","0","1","1","1","1","0","1","1","1","1","1","1","1"
"1471","016100AP00","0",4220,"1","0","0","1","1","1","0","1","0","1","1","1","1","1"
"1472","016110AP00","0",4220,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1473","016120AP00","1",4220,"1","0","1","1","1","1","1","1","1","1","1","1","1","3"
"1474","016150AP00","0",4220,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1475","016170AP00","0",4220,"1","1","0","1","1","1","0","1","1","1","1","1","1","3"
"1476","016190AP00","0",3314,"1","0","1","1","1","1","0","0","1","1","1","1","1","3"
"1477","016210AP00","0",3314,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"1478","016230AP00","0",3314,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1479","016250AP00","0",3314,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1480","016260AP00","0",3314,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1481","016260CP02",NA,3314,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1"
"1482","016270AP00","0",3314,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1483","016280AP00","0",691,"1","0","0","1","1","1","1","1","1","1","1","1","1","3"
"1484","016290AP00","0",691,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1485","016300AP00","0",691,"0","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1486","016310AP00","0",691,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1487","016340AP00","0",691,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1488","016360AP00","0",691,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"1489","016360BP03","1",691,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1490","016370AP00","0",1461,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1491","016400AP00","0",1461,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1492","016470AP00","0",1461,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1493","016480AP00","0",1461,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1494","016490AP00","0",1461,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1495","016510AP00","0",1461,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1496","016530AP00","1",1461,"1","0","0","1","1","1","1","1","1","1","1","1","1","2"
"1497","016550AP00","0",1768,"0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"1498","016590AP00","0",1768,"1","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1499","016600CP05","0",0,"0","0","0","1","1","1","0","0","0","0","0","0","0","3"
"1500","016610AP00","0",1768,"1","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1501","016620AP00","0",1768,"0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"1502","016630AP00","1",1768,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1503","016640AP00","0",3484,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1504","016650AP00","0",3484,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1505","016660AP00","0",3484,"1","1","1","0","1","1","0","1","1","1","1","1","1","3"
"1506","016720AP00",NA,3484,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","3"
"1507","016730AP00","0",1165,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1508","016740AP00","0",1165,"1","0","0","1","1","1","0",NA,NA,NA,NA,"1","1","1"
"1509","016750AP00","0",1165,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"1510","016760AP00","0",1165,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1511","016770AP00","0",1165,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1512","016780AP00","0",1165,"1","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1513","016790AP00","0",1165,"0","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1514","016800AP00","0",1165,"1","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1515","016820AP00","0",1308,"1","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1516","016850AP00","0",1308,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1517","016860AP00","0",1308,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"1518","016870AP00","0",1308,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1519","016880AP00","0",1308,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1520","016910AP00","0",2842,"1","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1521","016920AP00","0",2842,"0","0","0","1","0","1","0","1","1","1","1","1","1","2"
"1522","016930AP00","0",2842,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"1523","016960AP00","1",2842,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1524","016960CP02","0",2842,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1525","016970AP00","0",2842,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1526","016980AP00","0",2842,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1527","016980CP01","0",2842,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1528","017010AP00","0",4911,"1","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1529","017030AP00","0",4911,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1530","017050AP00","0",4911,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"1531","017050BP02","1",4911,"1","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1532","017060AP00","0",4911,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"1533","017080AP00","0",4911,"0","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1534","017080CP03","0",4911,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"1535","017080CP04","0",4911,"0","1","0","1","1","0","0","1","1","1","1","1","1","1"
"1536","017090AP00","1",2429,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1537","017110AP00","0",2429,"1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1538","017130AP00","0",2429,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1539","017170AP00","0",2429,"1","0","0","1","1","1","1","1","1","1","1","1","1","2"
"1540","017230AP00","0",2429,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1541","017240AP00","0",2429,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1542","017260AP00","0",2429,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1543","017270AP00","0",1214,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1544","017280AP00","0",1214,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1545","017300AP00","0",1214,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1546","017310AP00","0",1214,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1547","017320AP00","0",1214,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1548","017340AP00","0",1214,"0","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1549","017350AP00","0",1214,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1550","017350CP05","0",1214,"1","1","0","1","1","1","0","1","1","1","1","1","0","2"
"1551","017360AP00","0",2356,"0","0","0","1","1","1","1","1","1","1","1","1","1","2"
"1552","017380AP00","0",2356,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1553","017390AP00","0",2356,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1554","017400AP00","0",2356,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1555","017420AP00","0",2356,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1556","017430AP00","0",2356,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"1557","017450AP00","0",1331,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1558","017460AP00",NA,1331,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","3"
"1559","017470AP00","0",1331,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1560","017490AP00","0",1331,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1561","017500AP00","0",1331,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1562","017550AP00","0",2113,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1563","017570AP00","0",2113,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1564","017600AP00","1",2113,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"1565","017610AP00","0",2113,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1566","017630AP00","0",1216,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1567","017640AP00","0",1216,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1568","017650AP00","0",1216,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1569","017650CP02","0",1216,"1","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1570","017670AP00","0",1216,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1571","017680AP00","0",1216,"0","0","1","1","1","0","0","1","1","1","1","1","1","2"
"1572","017690AP00","0",1216,"0","0","0","1","1","0","0","1","1","1","1","1","1","2"
"1573","017700AP00","0",1216,"1","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1574","017710AP00","0",1216,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1575","017720AP00","0",1216,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1576","017730AP00","1",1216,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1577","017740AP00","0",1216,"0","0","0","1","1","1","1","1","1","1","1","1","1","3"
"1578","017750AP00","1",1216,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"1579","017770AP00","0",1216,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1580","017800AP00","0",1216,"1","1","0","1","1","1","0","1","1","1","1","1","1","3"
"1581","017810AP00","0",2195,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1582","017820AP00","0",2195,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1583","017830AP00","0",2195,"0","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1584","017850AP00","0",2195,"1","0","1","1","1","1","1","1","1","1","1","1","1","1"
"1585","017860AP00","0",2195,"0","0","0","1","1","1","0","1","1","1","1","1","0","1"
"1586","017890AP00","0",2195,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"1587","017910AP00","0",1094,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"1588","017920AP00","0",1094,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"1589","017930AP00","0",1094,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1590","017930BP04","0",1094,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1591","017930CP03","0",1094,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1592","017931AP00","0",1094,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1593","017940AP00","0",1094,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1594","017950AP00","0",1094,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1595","017970AP00","0",1094,"1","0","0","1","1","1","1","1","1","1","1","1","1","3"
"1596","017980AP00","0",1094,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1597","018000AP00","0",1076,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1598","018010AP00","0",1076,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1599","018020AP00","0",1076,"0","0","0","0","1","1","0","1","0","1","1","1","0","1"
"1600","018040AP00","1",1076,"1","0","1","1","1","1","1","1","1","1","1","1","1","3"
"1601","018040CP02","0",1076,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1602","018050AP00","0",1076,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"1603","018060AP00","0",1076,"0","0","1","0","1","1","0","1","1","1","1","1","1","3"
"1604","018070AP00","0",1076,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1605","018080AP00","0",1951,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1606","018110AP00","0",1951,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"1607","018130AP00","0",1951,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1608","018140AP00","0",1951,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1609","018150AP00","0",1951,"1","1","0","1","1","0","0","1","0","1","1","1","1","1"
"1610","018160AP00","0",1951,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1611","018190AP00","0",5794,"1","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1612","018200AP00","0",5794,"1","1","0","1","1","1","1","1","1","1","1","1","1","2"
"1613","018210AP00","0",5794,"0","1","0","1","1","0","0","1","1","1","1","1","1","2"
"1614","018220AP00","0",5794,"1","0","0","1","0","0","0","1","1","1","1","1","1","2"
"1615","018250AP00","1",5794,"1","1","0","1","0","1","0","1","1","1","1","1","1","2"
"1616","018250BP02","0",5794,"0","0","0","1","0","0","0","0","0","0","1","1","0","2"
"1617","018260AP00","1",5794,"1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"1618","018270AP00","1",5794,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1619","018280AP00","0",5794,"1","1","0","1","1","1","0","1","1","1","1","1","1","3"
"1620","018290AP00","0",5794,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"1621","018300AP00","0",5794,"1","0","0","0","0","1","0","1","0","1","1","1","1","1"
"1622","018310AP00","1",5794,"1","0","0","1","1","1","0","0","0","1","1","1","1","1"
"1623","018310CP03","1",5794,"0","1","0","1","1","1","0","1","1","1","1","1","0","1"
"1624","018330AP00","0",5794,"0","0","0","0","0","0","0","0","0","1","1","1","1","1"
"1625","018330BP03","0",5794,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1626","018340AP00","1",5794,"1","0","0","1","0","0","0","1","0","1","1","1","1","2"
"1627","018370AP00","1",5794,"1","0","1","1","1","1","0","1","0","1","1","1","0","2"
"1628","018380CP01","0",5794,"1","0","0","1","1","0","0","0","0","0","1","1","0","1"
"1629","018400AP00","0",4506,"1","0","0","1","1","1","0","1","1","1","1","1","0","1"
"1630","018400BP05","0",4506,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1631","018410AP00","0",4506,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1632","018420AP00","1",4506,"1","0","0","1","1","1","0","1","1","1","1","1","0","1"
"1633","018430AP00","0",4506,"1","0","0","1","0","1","0","1","1","1","1","1","0","2"
"1634","018430BP03","0",4506,"1","0","0","1","1","1","0","1","1","1","1","1","0","2"
"1635","018430CP04","0",4506,"1","0","1","1","1","1","0","1","1","1","1","1","0","3"
"1636","018430CP05","0",4506,"1","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1637","018440AP00","0",4506,"0","0","0","1","1","0","0","1","1","1","1","1","1","1"
"1638","018450AP00","0",4506,"1","0","0","1","0","1","0","1","1","1","1","1","1","1"
"1639","018460AP00","0",4506,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1640","018470AP00","0",4506,"1","0","0","1","1","1","0","0","0","0","1","1","1","2"
"1641","018480AP00","0",4506,"1","0","0","1","1","0","0","1","0","0","1","1","1","1"
"1642","018480BP08","0",4506,"1","0","1","1","1","1","0","1","1","1","1","1","1","1"
"1643","018480CP03","0",4506,"0","0","0","1","1","0","0","1","1","1","1","1","0","1"
"1644","018480CP04","0",4506,"1","0","0","1","0","1","1","1","1","1","1","1","0","1"
"1645","018490AP00","0",4506,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1646","018500AP00","0",4506,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1647","018510AP00","0",4506,"1","1","0","1","1","1","0","1","1","1","1","1","0","3"
"1648","018530AP00","0",4506,"1","0","1","1","1","1","0","0","0","0","1","1","1","3"
"1649","018540AP00","1",4506,"1","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1650","018550AP00","1",4506,"1","0","0","1","0","1","0","1","1","1","1","1","1","1"
"1651","018560AP00","0",4506,"1","0","0","1","1","1","0","1","1","1","1","1","0","2"
"1652","018570AP00","0",4506,"1","1","1","1","1","1","0","1","1","1","1","1","1","1"
"1653","018580AP00","0",4506,"1","1","1","1","1","1","0","1","1","1","1","1","1","2"
"1654","018590AP00","0",4506,"0","0","0","1","1","1","0","0","1","1","1","1","1","3"
"1655","018590BP05","1",4506,"1","0","1","1","1","1","0","1","1","1","1","1","0","2"
"1656","018600AP00","0",4506,"0","0","0","1","1","0","0","1","1","1","1","1","0","1"
"1657","018600BP03","0",4506,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1658","018620AP00","1",4506,"1","0","0","1","0","0","0","1","1","1","1","1","0","3"
"1659","018640AP00","1",4506,"1","0","0","1","1","1","0","0","0","1","1","1","1","2"
"1660","018650AP00","0",4506,"1","0","0","1","1","1","0","0","1","0","1","1","0","3"
"1661","018650BP03","0",4506,"0","0","0","1","0","0","0","1","1","1","1","1","1","2"
"1662","018660AP00","0",4506,"1","0","0","1","1","1","0","0","0","0","0","0","0","3"
"1663","018670AP00","1",4506,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1664","018680AP00","0",4506,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1665","018690AP00","0",4506,"1","0","0","1","0","1","0","1","1","1","1","1","0","1"
"1666","018690CP04","0",4506,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1667","018700AP00","0",4506,"1","1","0","1","0","1","0","1","1","1","1","1","1","1"
"1668","018710AP00","0",4506,"1","1","0","1","1","1","0","1","1","1","1","1","1","3"
"1669","018710BP03","0",4506,"1","0","1","1","1","1","0","1","1","1","1","1","1","1"
"1670","018720AP00","0",4506,"0","1","0","1","1","1","0","0","0","0","1","1","1","2"
"1671","018730AP00","0",4506,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"1672","018740AP00","1",4506,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1673","018750AP00","0",4506,"0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"1674","018760AP00","0",4506,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1675","018770AP00","0",4506,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1676","018780AP00","0",4506,"0","0","0","1","0","0","1","0","0","1","1","1","0","1"
"1677","018780CP02","1",4506,"1","0","0","1","1","0","0","1","1","1","1","1","1","2"
"1678","018790BP02","0",4506,"0","0","0","1","1","0","0","1","1","1","1","1","1","1"
"1679","018800AP00","1",4506,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"1680","018810AP00","0",4506,"0","1","0","1","1","1","0","0","0","1","1","1","1","1"
"1681","018830AP00","0",4506,"0","0","0","0","1","0","0","1","1","0","1","1","0","1"
"1682","018860AP00","0",4506,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1683","018870AP00","0",4506,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1684","018880AP00","1",4506,"1","1","0","1","1","1","0","1","1","1","1","1","0","3"
"1685","018890AP00","1",4506,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"1686","018900AP00","1",4506,"0","0","0","1","1","0","0","1","1","1","1","1","0","2"
"1687","018910AP00","0",4506,"0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"1688","018920AP00","0",4506,"1","0","1","1","1","1","1","1","1","1","1","1","1","1"
"1689","018930AP00","0",4679,"1","0","0","1","1","0","0","1","1","0","1","1","0","1"
"1690","018950AP00","1",4679,"1","0","0","1","0","0","0","0","0","1","1","1","0","2"
"1691","018960AP00","0",4679,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1692","018970AP00","0",4679,"1","0","0","1","1","1","0","1","1","1","1","1","0","2"
"1693","018980AP00","0",4679,"1","0","0","1","1","1","0","0","0","0","0","0","0","3"
"1694","018990AP00","0",4679,"1","0","0","1","1","1","0","1","1","1","1","1","0","2"
"1695","019000AP00","0",4679,"1","1","0","1","1","1","0","1","1","1","1","1","0","1"
"1696","019001AP00","0",4679,"0","0","0","1","1","1","0","1","1","1","1","1","0","1"
"1697","019010AP00","0",4679,"0","0","0","0","0","0","0","0","0","0","1","1","0","1"
"1698","019020AP00","0",4679,"1","0","0","1","0","1","0","1","1","1","1","1","1","2"
"1699","019020CP05","0",4679,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1700","019030AP00","1",4679,"0","0","0","0","0","0","0","0","0","1","1","0","0","1"
"1701","019040AP00","0",4679,"1","1","0","1","1","1","0","1","1","1","1","1","0","1"
"1702","019040CP03","0",4679,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1703","019040CP04","0",4679,"1","0","0","1","0","0","0","1","1","1","1","1","0","1"
"1704","019040CP05","0",4679,"1","1","0","0","0","0","0","1","1","1","1","1","1","1"
"1705","019060AP00","0",4679,"0","0","0","1","0","0","0","1","1","1","1","1","0","1"
"1706","019070AP00","0",4679,"1","0","0","0","1","0","0","1","1","1","1","1","1","2"
"1707","019080AP00","0",4679,"1","1","0","1","1","1","0","1","1","1","1","1","1","3"
"1708","019090AP00","1",4679,"1","0","0","1","0","0","0","0","1","1","1","1","0","1"
"1709","019100AP00","1",4679,"0","0","0","1","1","1","1","0","1","1","1","1","1","1"
"1710","019100CP07","0",4679,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1711","019120AP00","0",4679,"0","0","0","1","1","1","0","1","1","1","1","1","0","1"
"1712","019120BP03","0",4679,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1713","019130AP00","1",4679,"1","1","0","1","1","1","1","1","1","1","1","1","1","2"
"1714","019140AP00",NA,4679,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1"
"1715","019150AP00","0",4679,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1716","019170AP00","1",4679,"1","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1717","019180AP00","0",4679,"1","0","0","0","1","0","0","1","1","0","1","1","0","1"
"1718","019190AP00","1",4679,"0","0","0","1","1","1","0","0","1","1","1","1","1","1"
"1719","019200AP00","0",4679,"0","1","0","1","1","1","0","0","1","1","1","1","0","2"
"1720","019210AP00","1",4679,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1721","019220AP00","1",4679,"1","0","0","1","1","1","0","1","1","1","1","1","0","2"
"1722","019230AP00","0",4679,"1","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1723","019260AP00","0",4679,"1","0","0","1","1","1","0","0","0","1","1","1","1","1"
"1724","019260BP03","1",4679,"1","1","0","0","1","0","0","1","1","1","1","1","1","1"
"1725","019260BP04","0",4679,"1","0","0","1","0","1","0","1","1","1","1","1","0","1"
"1726","019270AP00","0",4679,"1","0","0","1","1","1","0","1","1","1","1","1","0","2"
"1727","019270BP04","0",4679,"1","0","0","1","1","1","0","1","1","1","1","1","0","2"
"1728","019280AP00","0",4679,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1729","019290AP00","0",4679,"1","0","0","1","1","0","0","1","1","1","1","1","0","1"
