"","folio","foliow1","fac_2l","ah03b","ah03c","ah03d","ah03e","ah03f","ah03g","ah03h","cvo06_1","cvo07_1","cvo05_1","cvo04","cv08_1","cv16","cv07"
"808","01006000","01006000",2862,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"809","01007000","01007000",2862,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"810","01009000","01009000",2556,"0","1","0","1","1","1","0","0","1","1","1","1","1","3"
"811","01009004","01009000",2556,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"812","01010000","01010000",2556,"0","0","0","1","1","0","0","1","1","1","1","1","1","1"
"813","01011000","01011000",2556,"0","1","0","1","1","1","0","0","1","1","1","1","1","3"
"814","01012000","01012000",2556,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"815","01013000","01013000",2556,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"816","01014000","01014000",2556,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"817","01015000","01015000",2556,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"818","01016000","01016000",2556,"1","1","1","1","1","1","0","1","1","1","1","1","1","2"
"819","01017000","01017000",3800,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"820","01018000","01018000",3800,"1","1","0","1","1","1","0","1","0","1","1","1","1","1"
"821","01018005","01018000",3800,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"822","01019000","01019000",3800,"0","0","0","0","0","0","0","1","1","1","1","1","1","2"
"823","01020000","01020000",3800,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"824","01021000","01021000",3800,"0","1","0","1","1","0","0","1","1","1","1","1","1","2"
"825","01022000","01022000",3800,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"826","01024000","01024000",3800,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"827","01025000","01025000",3800,"0","0","0","1","0","0","0","0","0","1","1","1","1","1"
"828","01026000","01026000",2251,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"829","01026001","01026000",2251,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"830","01027000","01027000",2251,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"831","01029000","01029000",2251,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"832","01031000","01031000",2251,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"833","01032000","01032000",2251,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"834","01032005","01032000",2251,"1","0","0","0","0","0","0","1","1","1","1","1","1","2"
"835","01034000","01034000",2251,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"836","01035000","01035000",2251,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"837","01036000","01036000",2251,"0","0","1","1","1","1","0","0","1","1","1","1","1","2"
"838","01038000","01038000",2251,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"839","01039000","01039000",2251,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"840","01040000","01040000",2251,"0","1","0","1","1","1","0","1","0","1","1","1","1","1"
"841","01041000","01041000",2251,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"842","01043000","01043000",2251,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"843","01045000","01045000",3675,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"844","01050000","01050000",3675,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"845","01050004","01050000",3675,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"846","01051000","01051000",3675,"1","0","0","1","1","1","1","1","1","1","1","1","1","2"
"847","01053000","01053000",3675,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"848","01054000","01054000",3675,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"849","01055000","01055000",3675,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"850","01056000","01056000",3675,"0","0","0","1","1","1","1","1","1","1","1","1","1","2"
"851","01058000","01058000",3675,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"852","01059000","01059000",3675,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"853","01060000","01060000",3675,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"854","01061000","01061000",3675,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"855","01063000","01063000",3675,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"856","01064000","01064000",3675,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"857","01065000","01065000",3675,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"858","01066000","01066000",3675,"0","0","1","0","0","0","0","1","1","1","1","1","1","2"
"859","01066003","01066000",3675,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"860","01067000","01067000",3675,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"861","01068000","01068000",3675,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"862","01069000","01069000",3675,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"863","01069100","01069100",3675,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"864","01071000","01071000",3675,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"865","01072000","01072000",3675,"0","0","1","1","1","0","0","1","1","1","1","1","0","3"
"866","01074000","01074000",3675,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"867","01075000","01075000",3675,"0","1","0","1","1","1","0","0","1","1","1","1","1","3"
"868","01076000","01076000",3675,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"869","01077000","01077000",3675,"0","0","0","0","0","0","0","1","1","1","1","1","1","3"
"870","01078000","01078000",3675,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"871","01080000","01080000",3675,"0","0","0","0","0","0","0","1","1","1","1","1","0","2"
"872","01081000","01081000",3675,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"873","01082000","01082000",3675,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"874","01083000","01083000",3675,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"875","01085000","01085000",3675,"1","0","1","1","1","1","1","1","1","1","1","1","1","3"
"876","01086000","01086000",3675,"0","1","1","1","1","1","1","1","1","1","1","1","1","3"
"877","01087000","01087000",3675,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"878","01088000","01088000",3675,"0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"879","01090000","01090000",3675,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"880","01091000","01091000",3675,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"881","01095000","01095000",3675,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"882","01096000","01096000",3675,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"883","01098000","01098000",17411,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"884","01100000","01100000",17411,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"885","01101000","01101000",17411,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"886","01102000","01102000",17411,"0","1","0","1","1","1","0","1","0","1","1","1","1","1"
"887","01102004","01102000",17411,"0","1","0","1","1","0","0","1","0","1","1","1","0","1"
"888","01103000","01103000",17411,"0","1","0","1","1","1","0","1","0","1","1","0","1","3"
"889","01104000","01104000",17411,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"890","01104003","01104000",17411,"0","1","0","1","1","1","0","1","0","1","1","1","1","1"
"891","01104004","01104000",17411,"0","0","0","1","1","1","1","1","0","1","1","1","1","3"
"892","01105000","01105000",17411,"0","1","0","1","1","0","0","1","0","1","1","0","1","2"
"893","01105007","01105000",17411,"0","0","0","1","1","1","0","1","0","1","1","0","0","3"
"894","01106000","01106000",17411,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"895","01107000","01107000",17411,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"896","01111000","01111000",17411,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"897","01112000","01112000",17411,"1","0","1","1","1","1","1","1","1","1","1","1","1","2"
"898","01112005","01112000",17411,"1","0","0","1","1","0","0","0","0","0","1","0","0","1"
"899","01113000","01113000",17411,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"900","01115000","01115000",17411,"0","1","1","1","1","1","1","1","1","1","1","1","1","3"
"901","01118000","01118000",17411,"0","1","0","1","1","1","1","1","0","1","1","1","1","2"
"902","01120000","01120000",17411,"0","1","0","1","1","1","1","1","1","1","1","1","1","2"
"903","01121000","01121000",17411,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"904","01124000","01124000",17411,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"905","01124003","01124000",17411,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"906","01125000","01125000",17411,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"907","01126000","01126000",17411,"0","0","0","0","1","1","0","1","0","1","1","1","1","2"
"908","01130000","01130000",17411,"1","0","0","1","1","1","0","1","0","1","1","0","1","1"
"909","01131000","01131000",17411,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"910","01133000","01133000",17411,"0","1","0","1","1","1","0","1","0","1","1","1","1","1"
"911","01134000","01134000",17411,"0","0","0","1","1","1","0","0","0","0","1","1","1","3"
"912","01135000","01135000",17411,"0","0","0","1","1","1","0","1","0","1","1","0","1","1"
"913","01136000","01136000",17411,"0","0","0","1","0","0","0","1","0","1","1","0","1","1"
"914","01137000","01137000",17411,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"915","01138000","01138000",17411,"0","1","0","1","1","0","0","1","0","1","0","0","1","1"
"916","01139000","01139000",17411,"1","1","0","1","1","1","1","1","0","1","1","1","1","2"
"917","01140000","01140000",17411,"1","1","0","1","1","1","1","1","1","1","1","1","1","3"
"918","01143000","01143000",17411,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"919","01149000","01149000",17411,"0","0","0","1","1","1","0","0","0","1","1","0","1","1"
"920","01149003","01149000",17411,"0","0","0","0","1","0","0","1","0","1","1","1","1","1"
"921","01151000","01151000",17411,"0","0","0","1","1","0","0","1","0","1","1","1","1","1"
"922","01152000","01152000",9207,"0","1","0","1","1","1","0","0","1","1","1","1","1","2"
"923","01154000","01154000",9207,"0","0","0","1","1","1","0","0","0","1","1","1","0","2"
"924","01156000","01156000",9207,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"925","01157000","01157000",9207,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"926","01158000","01158000",9207,"0","0","0","1","1","0","0","1","0","1","1","1","0","1"
"927","01159000","01159000",9207,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"928","01160000","01160000",9207,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"929","01162000","01162000",9207,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"930","01164000","01164000",9207,"0","0","0","1","1","1","0","0","0","0","1","1","1","1"
"931","01165000","01165000",9207,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"932","01166000","01166000",9207,"0","0","0","0","0","0","0","1","0","1","1","1","1","2"
"933","01167000","01167000",9207,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"934","01168000","01168000",9207,"0","0","0","1","1","0","1","0","0","0","1","1","1","1"
"935","01169000","01169000",9207,"0","1","1","1","1","1","0","0","0","1","1","1","0","1"
"936","01170000","01170000",9207,"0","0","0","1","1","1","0","0","0","0","1","1","1","2"
"937","01171000","01171000",9207,"0","0","0","1","1","1","0","0","0","0","1","1","1","2"
"938","01172000","01172000",9207,"0","1","0","1","1","1","0","0","0","0","1","1","1","2"
"939","01176000","01176000",9207,"0","1","0","1","1","1","0","0","0","1","1","1","0","1"
"940","01177000","01177000",9207,"0","0","0","1","1","1","0","0","0","0","1","1","0","1"
"941","01177004","01177000",9207,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"942","01180000","01180000",9207,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"943","01181000","01181000",9207,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"944","01182000","01182000",9207,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"945","01183000","01183000",9207,"0","1","0","1","1","1","0","0","0","1","1","0","1","1"
"946","01183003","01183000",9207,"0","1","0","1","1","1","0","0","0","1","1","1","1","1"
"947","01185000","01185000",9207,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"948","01187000","01187000",9207,"0","1","0","1","1","1","0","0","0","0","1","1","1","2"
"949","01188000","01188000",9207,"0","1","1","1","1","1","0","1","0","1","1","1","1","1"
"950","01189000","01189000",9207,"0","0","0","1","1","1","0","1","0","1","1","0","1","2"
"951","01190000","01190000",9207,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"952","01191000","01191000",9207,"0","0","0","1","1","1","0","0","0","1","1","1","0","1"
"953","01198000","01198000",9207,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"954","01201000","01201000",9207,"0","1","0","1","1","1","0","1","0","0","1","1","1","2"
"955","01203000","01203000",9207,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"956","01206000","01206000",4824,"0","1","0","1","1","1","0","1","0","1","1","1","0","1"
"957","01208000","01208000",4824,"0","1","0","1","1","1","1","1","0","1","1","1","0","2"
"958","01211000","01211000",4824,"1","1","1","1","1","1","0","1","0","1","1","1","1","3"
"959","01212000","01212000",4824,"0","1","0","1","1","0","0","0","0","1","1","1","1","1"
"960","01213000","01213000",4824,"0","1","0","1","1","1","0","1","0","1","1","1","0","2"
"961","01214000","01214000",4824,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"962","01215000","01215000",4824,"0","0","0","1","1","1","0","1","0","1","1","1","1","2"
"963","01217000","01217000",4824,"0","1","0","1","1","1","0","1","0","1","1","1","0","2"
"964","01218000","01218000",4824,"0","1","0","1","1","1","0","1","0","1","1","1","0","1"
"965","01218003","01218000",4824,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"966","01220000","01220000",4824,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"967","01221000","01221000",4824,"0","1","0","1","1","1","0","1","0","0","1","0","0","1"
"968","01222000","01222000",4824,"0","1","1","1","1","1","0","1","1","1","1","1","0","2"
"969","01223000","01223000",4824,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"970","01223003","01223000",4824,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"971","01224000","01224000",4824,"0","0","0","1","1","1","0","1","1","1","1","0","0","3"
"972","01225000","01225000",4824,"0","1","0","1","1","1","0","1","0","1","1","1","0","2"
"973","01226000","01226000",4824,"0","0","0","1","1","1","0","1","0","1","1","1","0","2"
"974","01228000","01228000",4824,"0","0","0","1","1","1","0","1","1","1","1","1","0","2"
"975","01229000","01229000",4824,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"976","01229003","01229000",4824,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"977","01230000","01230000",4824,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"978","01231000","01231000",4824,"0","1","0","1","1","1","0","1","0","1","1","1","0","2"
"979","01233000","01233000",4824,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"980","01234000","01234000",4824,"0","1","1","1","1","1","0","1","0","1","1","0","0","2"
"981","01234003","01234000",4824,"0","1","0","1","0","1","0","0","0","0","1","1","0","1"
"982","01235000","01235000",4824,"0","1","1","1","1","1","0","1","0","1","1","0","0","2"
"983","01236000","01236000",4824,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"984","01237000","01237000",4824,"0","1","0","1","1","1","0","1","1","1","1","0","1","3"
"985","01238000","01238000",4824,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"986","01239000","01239000",4824,"1","0","1","1","1","1","0","1","0","1","1","0","1","2"
"987","01242000","01242000",4824,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"988","01242003","01242000",4824,"0","1","0","1","1","1","0","1","0","1","1","0","1","1"
"989","01242004","01242000",4824,"0","0","1","1","1","1","0","1","1","1","1","1","0","3"
"990","01243000","01243000",4824,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"991","01244000","01244000",4824,"0","0","0","1","1","1","0","1","1","1","1","1","0","2"
"992","01246000","01246000",4824,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"993","01246003","01246000",4824,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"994","01246004","01246000",4824,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"995","01248000","01248000",4824,"1","1","0","1","1","1","0","1","1","1","1","1","1","1"
"996","01249000","01249000",4824,"1","0","0","1","1","1","0","1","1","1","1","1","0","2"
"997","01250000","01250000",4824,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"998","01251000","01251000",4824,"0","1","0","1","1","1","0","1","0","1","1","1","1","3"
"999","01252000","01252000",4824,"0","0","1","1","1","1","0","0","0","0","1","1","1","3"
"1000","01253000","01253000",4824,"0","0","1","1","1","1","0","1","0","1","1","1","1","1"
"1001","01254000","01254000",4824,"0","0","0","1","1","1","0","0","0","1","1","1","0","3"
"1002","01256000","01256000",4824,"0","1","1","1","1","0","0","1","0","0","1","1","1","3"
"1003","01258000","01258000",4824,"0","0","0","1","1","1","0","1","0","1","1","1","0","1"
"1004","01260000","01260000",1242,"1","0","1","1","1","1","0","1","1","1","1","1","1","1"
"1005","01261000","01261000",1242,"1","0","0","1","1","1","0","1","0","0","1","0","0","3"
"1006","01262000","01262000",1242,"0","1","0","1","0","1","0","0","0","1","1","0","0","1"
"1007","01263000","01263000",1242,"0","0","0","1","0","1","0","0","0","0","1","0","0","1"
"1008","01264000","01264000",1242,"0","0","0","1","0","1","0","0","0","0","1","0","0","1"
"1009","01265000","01265000",1242,"0","0","0","1","0","0","0","0","0","0","1","0","0","2"
"1010","01266000","01266000",1242,"0","1","0","1","0","0","0","0","0","0","1","0","0","1"
"1011","01267000","01267000",1242,"1","1","0","1","1","1","0","0","0","0","1","0","0","1"
"1012","01268000","01268000",1242,"0","0","0","1","1","1","0","1","1","1","1","1","0","3"
"1013","01269000","01269000",1242,"0","0","0","1","0","0","0","1","0","0","1","0","0","1"
"1014","01270000","01270000",1242,"0","0","0","1","0","1","0","1","1","1","1","0","0","2"
"1015","01271000","01271000",1242,"0","0","0","1","1","1","0","1","1","0","1","0","0","3"
"1016","01273000","01273000",1242,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"1017","01275000","01275000",1242,"0","1","0","1","0","0","0","1","0","0","1","0","0","3"
"1018","01276000","01276000",1242,"0","1","0","1","1","1","0","1","1","1","1","1","0","3"
"1019","01277000","01277000",1242,"1","0","0","1","0","1","0","0","0","0","1","0","0","2"
"1020","01278000","01278000",1242,"0","1","1","1","1","1","1","1","1","1","1","1","1","3"
"1021","01279000","01279000",1242,"1","0","0","1","1","1","0","1","0","1","1","1","0","2"
"1022","01280000","01280000",1242,"1","1","0","1","1","1","0","0","0","0","1","0","1","1"
"1023","01281000","01281000",1242,"1","0","0","1","0","1","0","0","0","1","1","0","0","1"
"1024","01282000","01282000",1242,"1","1","0","1","1","1","0","1","0","1","1","0","1","3"
"1025","01283000","01283000",1242,"0","0","0","0","1","0","0","0","0","0","1","0","0","2"
"1026","01283004","01283000",1242,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1027","01283005","01283000",1242,"0","0","0","1","0","1","1","1","1","1","1","1","1","1"
"1028","01287000","01287000",1242,"0","0","0","1","1","1","0","1","0","1","1","0","0","1"
"1029","01292000","01292000",1242,"0","1","0","1","1","1","0","0","0","0","1","0","0","1"
"1030","01306000","01306000",1242,"0","0","0","1","1","1","0","0","0","0","1","1","0","3"
"1031","01306005","01306000",1242,"0","0","0","1","1","1","1","1","1","1","1","1","1","2"
"1032","01308000","01308000",1242,"0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1033","01309000","01309000",1242,"0","1","0","1","0","0","0","0","0","0","0","0","0","1"
"1034","01310000","01310000",1242,"0","0","0","1","1","1","0","0","0","1","1","0","0","2"
"1035","01312000","01312000",1242,"0","1","0","1","0","1","0","0","0","1","0","0","0","1"
"1036","01313000","01313000",1242,"1","0","0","1","0","0","0","0","0","0","0","0","0","2"
"1037","01314000","01314000",3724,"1","1","1","1","1","0","0","1","0","1","1","1","0","1"
"1038","01315000","01315000",3724,"1","1","0","1","1","0","0","1","0","0","0","0","0","1"
"1039","01316000","01316000",3724,"0","0","0","1","0","0","0","1","0","1","1","1","0","3"
"1040","01317000","01317000",3724,"0","1","0","0","0","0","0","1","1","1","1","1","0","1"
"1041","01319000","01319000",3724,"1","0","1","1","1","1","0","1","0","1","1","0","0","3"
"1042","01320000","01320000",3724,"1","0","0","1","1","1","0","1","0","1","1","1","0","2"
"1043","01320100","01320100",3724,"0","0","0","1","1","1","0","0","0","0","1","1","0","1"
"1044","01321000","01321000",3724,"1","1","0","1","1","1","1","1","1","1","1","1","0","2"
"1045","01322000","01322000",3724,"1","1","0","1","1","1","0","1","0","1","1","1","0","2"
"1046","01325000","01325000",3724,"1","1","0","1","1","1","0","1","0","1","1","1","0","3"
"1047","01325004","01325000",3724,"1","0","1","1","1","1","1","1","1","1","1","1","1","2"
"1048","01326000","01326000",3724,"1","0","0","1","1","1","0","0","0","0","1","0","0","1"
"1049","01326001","01326000",3724,"1","0","0","1","1","1","0","1","0","0","1","1","0","1"
"1050","01327000","01327000",3724,"1","1","0","1","1","1","0","1","1","1","1","1","1","2"
"1051","01329000","01329000",3724,"0","1","0","1","1","1","0","1","1","1","1","1","0","2"
"1052","01330000","01330000",3724,"0","1","0","1","1","1","0","1","0","1","1","1","0","2"
"1053","01330003","01330000",3724,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"1054","01330004","01330000",3724,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1055","01331000","01331000",3724,"1","1","0","1","1","0","0","1","1","1","1","1","0","2"
"1056","01332000","01332000",3724,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1057","01333000","01333000",3724,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"1058","01335000","01335000",3724,"0","0","0","0","0","0","0","1","0","1","1","1","0","1"
"1059","01336000","01336000",3724,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"1060","01337000","01337000",3724,"0","0","0","1","1","1","0","1","1","1","1","1","0","1"
"1061","01338000","01338000",3724,"1","0","0","0","0","0","0","0","0","0","1","1","0","1"
"1062","01339000","01339000",3724,"0","0","0","1","1","1","1","0","0","1","1","1","0","2"
"1063","01340000","01340000",3724,"1","0","0","1","0","1","0","1","0","1","1","1","0","3"
"1064","01341000","01341000",3724,"0","0","0","1","1","0","0","1","1","1","1","1","0","2"
"1065","01342000","01342000",3724,"0","0","0","0","0","0","0","1","0","1","1","0","0","1"
"1066","01343000","01343000",3724,"0","1","0","1","1","1","0","0","0","0","1","1","0","1"
"1067","01344000","01344000",3724,"0","0","0","1","0","0","0","0","0","0","1","1","0","1"
"1068","01344003","01344000",3724,"1","1","0","1","1","0","0","0","0","0","1","1","0","1"
"1069","01345000","01345000",3724,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"1070","01346000","01346000",3724,"0","1","0","1","0","0","0","1","0","1","1","1","0","1"
"1071","01347000","01347000",3724,"0","0","0","0","0","0","0","1","0","1","1","0","0","1"
"1072","01349000","01349000",3724,"1","0","0","1","1","1","0","0","0","0","1","1","0","1"
"1073","01349003","01349000",3724,"0","1","0","1","0","0","0","1","1","1","1","1","1","2"
"1074","01350000","01350000",3724,"1","0","0","1","1","0","0","1","0","1","1","0","0","2"
"1075","01351000","01351000",3724,"0","0","0","1","1","1","0","1","0","0","1","1","0","1"
"1076","01352000","01352000",3724,"1","1","0","1","1","1","0","1","0","1","1","0","0","2"
"1077","01353000","01353000",3724,"0","1","0","1","0","1","0","1","1","1","1","1","0","1"
"1078","01354000","01354000",3724,"1","0","0","1","1","1","0","1","1","0","1","1","0","1"
"1079","01355000","01355000",3724,"1","1","0","1","1","1","0","1","1","0","1","1","0","2"
"1080","01356000","01356000",3724,"1","1","0","1","1","0","0","1","0","1","1","0","0","3"
"1081","01356003","01356000",3724,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"1082","01357000","01357000",3724,"1","1","1","1","1","1","0","1","1","1","1","1","0","2"
"1083","01358000","01358000",3724,"0","1","0","1","1","1","0","1","0","0","1","0","0","2"
"1084","01359000","01359000",3724,"1","1","0","1","1","1","0","1","1","1","1","1","0","3"
"1085","01360000","01360000",3724,"1","1","0","1","1","1","0","1","0","1","1","1","0","3"
"1086","01361000","01361000",3724,"0","1","0","1","1","1","0","1","0","1","1","0","0","2"
"1087","01361100","01361100",3724,"0","1","0","1","1","1","0","0","0","0","1","0","0","1"
"1088","01362000","01362000",3724,"1","0","1","1","1","1","0","1","0","1","1","1","0","2"
"1089","01362004","01362000",3724,"0","0","0","1","1","1","0","0","0","0","1","1","0","1"
"1090","01363000","01363000",3724,"1","1","1","1","1","1","0","1","1","1","1","1","0","3"
"1091","01364000","01364000",3724,"0","1","0","1","1","1","0","1","0","1","1","1","0","2"
"1092","01365000","01365000",3724,"1","0","0","1","1","1","0","1","0","1","1","1","1","2"
"1093","01366000","01366000",3724,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"1094","01366002","01366000",3724,"0","1","0","1","1","1","0","1","0","1","1","1","0","2"
"1095","01368000","01368000",2927,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"1096","01369000","01369000",2927,"0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"1097","01370000","01370000",2927,"0","0","0","1","0","1","0","0","0","0","1","0","0","1"
"1098","01370004","01370000",2927,"0","0","0","0","0","0","0","1","0","1","1","1","0","1"
"1099","01370005","01370000",2927,"0","0","0","1","0","1","0","0","0","0","1","0","0","1"
"1100","01372000","01372000",2927,"0","0","0","1","0","0","0","0","0","0","1","0","0","2"
"1101","01372008","01372000",2927,"0","0","0","0","0","0","0","0","0","0","1","1","0","2"
"1102","01373000","01373000",2927,"0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"1103","01374000","01374000",2927,"0","0","0","1","1","1","0","0","0","0","1","1","0","1"
"1104","01375000","01375000",2927,"0","0","1","1","1","1","0","0","1","0","1","1","0","2"
"1105","01375004","01375000",2927,"0","0","0","1","1","1","0","0","0","0","1","1","0","1"
"1106","01376000","01376000",2927,"0","0","0","0","1","0","0","0","1","0","1","1","0","3"
"1107","01377000","01377000",2927,"0","1","0","1","1","1","0","0","0","0","1","1","0","1"
"1108","01378000","01378000",2927,"0","1","0","1","1","1","0","0","0","0","1","1","0","2"
"1109","01379000","01379000",2927,"0","0","0","1","1","1","0","0","0","0","1","0","1","3"
"1110","01380000","01380000",2927,"1","0","1","1","0","1","0","0","0","0","1","0","0","3"
"1111","01381000","01381000",2927,"1","0","0","1","1","1","0","0","0","1","1","0","0","3"
"1112","01382000","01382000",2927,"0","0","0","1","1","0","0","0","0","1","1","0","0","2"
"1113","01383000","01383000",2927,"1","0","0","1","0","0","0","0","0","0","1","0","0","1"
"1114","01383003","01383000",2927,"0","0","0","1","0","0","0","0","0","0","1","0","0","1"
"1115","01383004","01383000",2927,"1","0","0","1","0","0","0","0","0","0","1","0","0","1"
"1116","01384000","01384000",2927,"0","0","0","1","0","0","0","0","0","1","1","0","0","2"
"1117","01384005","01384000",2927,"0","0","0","1","1","1","0","0","0","1","1","0","0","2"
"1118","01385000","01385000",2927,"1","0","0","1","0","1","0","0","0","1","1","0","0","3"
"1119","01386000","01386000",2927,"1","0","1","1","1","1","0","0","0","1","1","0","0","2"
"1120","01389000","01389000",2927,"1","0","0","1","1","1","0","0","0","1","1","0","0","2"
