"","folio","foliow1","fac_2l","ah03b","ah03c","ah03d","ah03e","ah03f","ah03g","ah03h","cvo06_1","cvo07_1","cvo05_1","cvo04","cv08_1","cv16","cv07"
"4604","05779000","05779000",6688,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4605","05779003","05779000",6688,"0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"4606","05780000","05780000",6688,"0","0","0","0","0","0","0","1","1","1","0","1","0","1"
"4607","05781000","05781000",6688,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"4608","05781004","05781000",6688,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4609","05782000","05782000",6688,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4610","05783000","05783000",6688,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"4611","05784000","05784000",6688,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"4612","05785000","05785000",3038,"0","1","0","1","1","1","0","1","0","0","1","1","0","3"
"4613","05786000","05786000",3038,"0","1","0","1","1","1","0","1","0","1","1","1","1","2"
"4614","05787000","05787000",3038,"1","0","0","1","1","1","0","1","0","1","1","1","0","2"
"4615","05789000","05789000",3038,"0","1","1","1","1","1","0","1","0","1","1","1","0","3"
"4616","05790000","05790000",3038,"0","1","0","1","1","1","0","1","0","0","1","0","0","3"
"4617","05791000","05791000",3038,"1","1","0","1","1","1","0","1","1","1","1","1","0","2"
"4618","05792000","05792000",3038,"0","1","0","1","1","1","1","1","0","1","1","1","0","2"
"4619","05793000","05793000",3038,"0","1","1","1","1","1","0","1","0","1","1","1","0","3"
"4620","05794000","05794000",3038,"0","0","1","1","1","1","0","1","0","1","1","1","0","1"
"4621","05795000","05795000",3038,"0","1","0","1","0","0","0","0","0","1","1","1","0","1"
"4622","05796000","05796000",3038,"0","1","0","1","1","1","0","1","1","1","1","1","0","1"
"4623","05797000","05797000",3038,"1","1","0","1","1","1","0","1","0","1","1","1","1","2"
"4624","05799000","05799000",3038,"1","0","0","1","1","0","1","1","0","1","1","1","0","2"
"4625","05800000","05800000",3038,"1","1","0","1","1","0","0","1","0","1","1","1","0","2"
"4626","05801000","05801000",3038,"1","1","1","1","1","1","0","1","0","1","1","1","1","3"
"4627","05802000","05802000",3038,"0","0","1","1","1","1","0","1","0","1","1","1","1","2"
"4628","05802003","05802000",3038,"1","1","0","1","0","1","0","1","0","1","1","0","0","1"
"4629","05803000","05803000",3038,"1","1","1","1","1","1","0","1","0","1","1","1","0","1"
"4630","05804000","05804000",3038,"1","1","0","1","1","1","1","1","0","1","1","1","0","3"
"4631","05805000","05805000",3038,"1","1","1","1","1","1","0","1","0","1","1","1","0","2"
"4632","05807000","05807000",3038,"0","1","0","1","1","1","0","0","0","1","1","1","0","2"
"4633","05808000","05808000",3038,"1","1","1","1","1","1","0","1","0","1","1","1","0","2"
"4634","05809000","05809000",3038,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4635","05809004","05809000",3038,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"4636","05810000","05810000",3038,"1","1","0","1","1","1","0","1","0","1","1","1","0","2"
"4637","05811000","05811000",3038,"0","1","0","0","1","1","0","1","0","1","1","1","0","2"
"4638","05812000","05812000",3038,"0","0","0","1","1","1","0","1","0","1","1","1","0","1"
"4639","05813000","05813000",3038,"0","1","0","0","1","0","0","0","0","1","0","1","0","1"
"4640","05814000","05814000",3038,"0","1","1","1","1","0","0","1","0","1","1","1","0","3"
"4641","05815000","05815000",3038,"0","0","0","1","0","0","0","1","0","1","1","1","0","1"
"4642","05817000","05817000",3038,"1","0","0","1","1","1","0","1","0","1","1","1","0","2"
"4643","05819000","05819000",3038,"1","0","0","1","1","0","0","1","0","1","1","1","0","3"
"4644","05820000","05820000",3038,"0","0","0","1","1","1","0","1","0","1","1","1","0","1"
"4645","05821000","05821000",3038,"0","1","0","1","0","0","0","1","0","0","1","1","0","2"
"4646","05822000","05822000",3038,"0","1","1","1","1","1","0","1","0","1","1","1","1","2"
"4647","05823000","05823000",3038,"0","0","0","1","0","1","0","1","0","1","1","1","0","1"
"4648","05824000","05824000",3038,"0","1","0","1","1","1","0","1","0","1","1","1","0","2"
"4649","05825000","05825000",3038,"0","1","1","1","1","1","0","1","0","1","1","1","0","2"
"4650","05826000","05826000",3038,"1","0","0","0","0","0","0","1","0","1","1","1","0","2"
"4651","05827000","05827000",3038,"0","1","1","1","1","1","0","1","0","0","1","1","0","2"
"4652","05828000","05828000",3038,"1","1","1","1","1","0","1","1","0","1","1","1","0","2"
"4653","05829000","05829000",3038,"0","0","0","1","1","0","0","1","0","1","1","1","0","2"
"4654","05829004","05829000",3038,"1","1","0","1","0","1","0",NA,NA,NA,NA,NA,NA,NA
"4655","05830000","05830000",3038,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"4656","05831000","05831000",3038,"0","1","0","1","1","1","1","1","0","1","1","1","0","1"
"4657","05832000","05832000",3038,"0","1","0","1","0","1","0","1","0","1","1","1","0","2"
"4658","05833000","05833000",3038,"0","1","0","1","1","1","0","1","0","0","1","1","0","2"
"4659","05834000","05834000",3038,"0","0","0","1","1","1","0",NA,NA,NA,NA,"1","0","3"
"4660","05835000","05835000",3038,"0","0","0","1","1","0","0","1","0","1","1","1","0","2"
"4661","05836000","05836000",3038,"0","0","0","0","0","0","0","1","0","1","1","1","0","1"
"4662","05837000","05837000",3038,"0","1","0","1","1","1","0","1","0","1","1","1","0","3"
"4663","05837006","05837000",3038,"0","0","0","1","1","1","0","1","0","1","1","0","0","1"
"4664","05838000","05838000",3038,"0","1","1","1","1","1","0","1","0","0","1","0","0","2"
"4665","05838003","05838000",3038,"1","1","0","1","1","1","0","1","1","1","1","0","0","1"
"4666","05839000","05839000",787,"0","1","1","1","1","1","0","1","0","1","1","0","0","2"
"4667","05840000","05840000",787,"0","1","1","0","1","1","0","0","0","0","1","0","0","1"
"4668","05840002","05840000",787,"0","0","0","1","0","0","0","0","0","1","1","0","0","1"
"4669","05840100","05840100",787,"0","0","1","1","1","1","1","1","1","1","1","0","0","1"
"4670","05842000","05842000",787,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"4671","05843000","05843000",787,"1","0","0","0","0","0","0","1","1","1","1","1","0","1"
"4672","05844000","05844000",787,"1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"4673","05845000","05845000",787,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4674","05847000","05847000",787,"0","0","0","1","1","1","0","1","0","0","1","0","0","3"
"4675","05848000","05848000",787,"0","0","0","1","1","1","0","1","0","1","1","1","0","3"
"4676","05848100","05848100",787,"0","0","0","0","0","1","0","0","0","0","1","1","0","2"
"4677","05849000","05849000",787,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4678","05850000","05850000",787,"0","1","1","1","1","1","0","1","0","1","1","1","0","2"
"4679","05851000","05851000",787,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4680","05852000","05852000",787,"0","0","1","1","1","1","1","0","0","1","1","1","0","2"
"4681","05853000","05853000",787,"0","1","1","1","1","0","0","1","0","1","1","0","0","2"
"4682","05854000","05854000",787,"0","1","1","1","1","0","0","0","0","0","1","1","0","3"
"4683","05855000","05855000",787,"0","0","0","1","1","0","0","1","0","1","1","0","0","1"
"4684","05856000","05856000",787,"0","1","1","1","1","1","0","1","1","1","1","0","0","3"
"4685","05857000","05857000",787,"0","0","1","1","1","1","1","0","0","0","1","1","0","3"
"4686","05858000","05858000",787,"0","1","0","0","1","1","0","0","0","0","1","1","0","2"
"4687","05859000","05859000",787,"0","0","0","1","0","0","0","0","0","0","1","1","0","2"
"4688","05863000","05863000",787,"0","0","1","1","1","1","0","1","0","1","1","1","0","3"
"4689","05864000","05864000",787,"0","1","1","1","1","1","0","1","0","0","1","0","0","3"
"4690","05866000","05866000",787,"0","1","0","1","1","0","0","1","0","0","1","1","0","3"
"4691","05867000","05867000",787,"0","1","0","1","0","0","0","0","0","0","1","0","0","3"
"4692","05868000","05868000",787,"0","0","0","1","1","1","0","1","0","0","1","1","0","3"
"4693","05870000","05870000",787,"0","0","1","1","1","1","0","1","0","1","1","1","0","3"
"4694","05871000","05871000",787,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"4695","05873000","05873000",787,"0","0","1","1","0","1","0","1","1","1","1","1","0","2"
"4696","05874000","05874000",787,"0","0","0","0","0","0","0","0","0","1","1","1","0","2"
"4697","05877000","05877000",787,"0","1","0","1","0","1","0","0","0","1","1","1","0","3"
"4698","05878000","05878000",787,"0","1","0","1","1","0","0","0","0","1","1","1","0","1"
"4699","05879000","05879000",787,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4700","05880000","05880000",787,"0","1","0","1","1","1","0","1","0","0","1","1","1","2"
"4701","05881000","05881000",787,"0","1","1","1","1","1","0","1","1","0","1","1","0","3"
"4702","05882000","05882000",787,"0","0","1","1","1","1","0","1","0","1","1","1","0","2"
"4703","05883000","05883000",787,"0","1","0","1","1","1","0","1","0","1","1","1","0","3"
"4704","05884000","05884000",787,"0","1","0","1","1","1","0","1","0","0","1","1","1","3"
"4705","05884100","05884100",787,"0","0","0","1","1","1","0","1","1","0","1","1","0","1"
"4706","05885000","05885000",787,"1","1","1","1","1","1","0","1","1","1","1","1","0","3"
"4707","05886000","05886000",787,"0","1","1","1","1","1","0","1","1","1","1","1","0","3"
"4708","05886003","05886000",787,"1","0","1","0","1","1","0","1","1","1","1","1","1","1"
"4709","05886005","05886000",787,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"4710","05887000","05887000",787,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4711","05887100","05887100",787,"0","1","1","1","1","1","0","0","0","1","1","1","0","2"
"4712","05888000","05888000",787,"1","1","1","1","1","1","0","1","0","1","1","1","0","3"
"4713","05889000","05889000",787,"0","1","1","1","1","0","0","1","0","1","1","1","1","3"
"4714","05892000","05892000",787,"0","1","0","1","1","1","0","1","0","0","1","1","1","1"
"4715","05893000","05893000",3084,"0","1","1","0","1","0","0","1","0","1","1","1","1","3"
"4716","05896000","05896000",3084,"0","1","0","1","1","1","0","1","0","1","1","1","0","2"
"4717","05898000","05898000",3084,"0","1","0","1","0","1","0","1","0","1","1","1","1","2"
"4718","05899000","05899000",3084,"0","1","1","1","1","1","0","1","0","1","1","1","0","3"
"4719","05899003","05899000",3084,"0","1","0","1","1","1","0","1","0","1","1","0","0","1"
"4720","05900000","05900000",3084,"0","0","0","0","0","0","0","1","0","1","1","1","1","1"
"4721","05902000","05902000",3084,"0","1","0","1","1","1","0","1","0","0","1","1","0","2"
"4722","05906000","05906000",3084,"0","0","0","1","0","0","0","0","1","1","1","1","1","2"
"4723","05906003","05906000",3084,"0","1","1","1","1","1","0","1","1","1","1","1","0","1"
"4724","05907000","05907000",3084,"0","1","0","1","1","1","0","1","1","0","1","1","0","2"
"4725","05908000","05908000",3084,"0","0","0","0","0","0","0","0","0","0","0","1","0","2"
"4726","05909000","05909000",3084,"0","1","0","1","1","1","0","0","0","0","1","1","0","1"
"4727","05910000","05910000",3084,"0","1","0","1","1","1","0","1","0","1","1","1","0","3"
"4728","05911000","05911000",3084,"0","1","0","1","1","1","0","1","0","1","1","1","1","3"
"4729","05912000","05912000",3084,"1","1","1","1","1","1","0","1","1","1","1","1","0","2"
"4730","05913000","05913000",3084,"1","0","1","1","1","1","0","1","0","0","1","1","0","2"
"4731","05914000","05914000",3084,"0","1","1","1","1","1","0","0","0","0","1","1","0","3"
"4732","05915000","05915000",3084,"0","1","1","1","1","1","0","1","0","1","1","1","0","3"
"4733","05917000","05917000",3084,"0","1","1","1","1","1","0","0","0","1","1","1","0","2"
"4734","05918000","05918000",3084,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4735","05920000","05920000",3084,"0","1","0","1","1","1","0","1","0","1","1","1","0","1"
"4736","05921000","05921000",3084,"0","0","0","0","0","0","0","1","1","1","1","1","0","1"
"4737","05922000","05922000",3084,"0","1","0","0","1","0","0","0","1","0","0","1","0","1"
"4738","05923000","05923000",3084,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"4739","05924000","05924000",3084,"1","0","0","1","0","0","0","0","0","1","1","1","1","2"
"4740","05925000","05925000",3084,"0","1","0","1","1","1","0","1","0","1","1","1","0","3"
"4741","05926000","05926000",3084,"0","1","0","1","1","1","0","1","0","1","1","1","0","2"
"4742","05927000","05927000",3084,"0","1","0","1","1","0","0","0","0","1","0","1","0","2"
"4743","05928000","05928000",3084,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"4744","05931000","05931000",3084,"0","1","0","1","1","1","0","1","0","1","1","1","0","2"
"4745","05932000","05932000",3084,"0","1","1","1","1","1","0","1","1","1","1","1","0","3"
"4746","05933000","05933000",3084,"0","1","0","1","1","1","0","1","0","1","1","1","0","2"
"4747","05934000","05934000",3084,"0","1","0","1","1","1","0","1","1","1","1","1","0","3"
"4748","05937000","05937000",3084,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4749","05938000","05938000",3084,"0","1","1","1","0","1","0","1","1","1","1","1","0","3"
"4750","05939000","05939000",3084,"0","1","1","1","1","1","0","0","0","1","1","1","0","1"
"4751","05940000","05940000",3084,"0","1","1","1","1","1","0","0","0","0","1","1","0","3"
"4752","05941000","05941000",3084,"0","0","0","0","0","0","0","0","0","0","1","1","0","1"
"4753","05942000","05942000",3084,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"4754","05943000","05943000",3084,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"4755","05943003","05943000",3084,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"4756","05944000","05944000",3084,"0","0","0","1","1","1","0","1","1","1","1","1","0","1"
"4757","05945000","05945000",3084,"0","0","0","0","1","1","0","0","0","0","1","1","0","2"
"4758","05946000","05946000",3084,"0","0","0","1","1","1","0","1","1","1","1","1","0","1"
"4759","05949000","05949000",2066,"0","0","1","1","1","1","0","1","0","1","1","1","1","2"
"4760","05951000","05951000",2066,"1","1","1","1","1","1","1","1","0","1","1","1","1","3"
"4761","05953000","05953000",2066,"0","0","0","0","1","0","0","1","0","1","1","0","1","3"
"4762","05954000","05954000",2066,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4763","05955000","05955000",2066,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"4764","05956000","05956000",2066,"0","0","1","1","1","0","0","0","0","0","1","1","0","1"
"4765","05957000","05957000",2066,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4766","05958000","05958000",2066,"1","0","0","1","1","1","1","0","1","1","1","1","1","1"
"4767","05959000","05959000",2066,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4768","05960000","05960000",2066,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4769","05961000","05961000",2066,"0","1","0","1","1","1","0","0","0","0","1","1","1","3"
"4770","05963000","05963000",2066,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4771","05964000","05964000",2066,"1","1","0","1","1","1","0","1","0","1","1","1","1","2"
"4772","05969000","05969000",2066,"0","0","0","1","1","0","0","0","0","1","1","1","0","2"
"4773","05970000","05970000",2066,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4774","05973000","05973000",2066,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4775","05975000","05975000",2066,"0","0","0","1","1","1","0","0","0","1","1","1","1","1"
"4776","05976000","05976000",2066,"1","0","0","1","1","1","0","0","0","0","1","1","1","2"
"4777","05978000","05978000",2066,"0","0","0","1","1","1","0","1","1","0","1","1","0","3"
"4778","05979000","05979000",2066,"0","0","0","1","1","1","0","1","1","1","1","0","1","2"
"4779","05980000","05980000",2066,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4780","05981000","05981000",2066,"1","1","0","1","1","1","0","0","0","0","1","1","1","2"
"4781","05982000","05982000",2066,"0","0","0","1","1","1","0","1","1","1","1","1","0","2"
"4782","05984000","05984000",2066,"0","1","0","1","0","0","0","1","1","1","1","1","1","1"
"4783","05986000","05986000",2066,"1","0","1","1","1","1","0","1","1","0","1","1","1","3"
"4784","05986003","05986000",2066,"0","0","0","1","1","1","0","0","0","0","1","1","1","2"
"4785","05987000","05987000",2066,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4786","05988000","05988000",2066,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"4787","05990000","05990000",2066,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4788","05991000","05991000",2066,"1","1","1","1","1","1","0","1","0","1","1","1","1","1"
"4789","05992000","05992000",2066,"0","1","0","1","1","0","0","1","0","1","1","1","1","2"
"4790","05993000","05993000",2066,"0","0","0","0","1","1","0","1","1","1","1","1","1","1"
"4791","05994000","05994000",2066,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"4792","05997000","05997000",2066,"0","1","0","1","1","1","0","0","0","0","1","1","1","3"
"4793","05998000","05998000",2066,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"4794","05999000","05999000",2066,"0","0","0","1","1","1","0","0","0","1","1","1","1","3"
"4795","06000000","06000000",2066,"1","1","1","1","1","1","0","0","0","1","1","1","1","3"
"4796","06001000","06001000",874,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4797","06002000","06002000",874,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4798","06003000","06003000",874,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4799","06004000","06004000",874,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4800","06004005","06004000",874,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4801","06005000","06005000",874,"1","1","1","1","1","1","0","1","0","1","1","1","1","2"
"4802","06006000","06006000",874,"0","0","1","1","1","1","1","1","1","1","1","1","1","2"
"4803","06007000","06007000",874,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"4804","06009000","06009000",874,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"4805","06010000","06010000",1194,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4806","06014000","06014000",1194,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4807","06016000","06016000",1194,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4808","06017000","06017000",1194,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"4809","06018000","06018000",1194,"0","1","1","1","1","1","0","1","0","1","1","1","1","2"
"4810","06019000","06019000",1039,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4811","06020000","06020000",1039,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4812","06020004","06020000",1039,"0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"4813","06020005","06020000",1039,"0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"4814","06021000","06021000",1039,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4815","06022000","06022000",1039,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4816","06022004","06022000",1039,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"4817","06022100","06022100",1039,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"4818","06023000","06023000",1039,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4819","06024000","06024000",1039,"0","0","0","1","1","0","0","1","1","1","1","1","1","1"
"4820","06025000","06025000",1039,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4821","06029000","06029000",1117,"1","1","1","1","1","1","0","1","1","1","1","1","1","2"
"4822","06030000","06030000",1117,"0","0","1","1","1","1","1","1","1","1","1","1","1","2"
"4823","06031000","06031000",1117,"0","1","1","1","1","1","0","1","1","1","1","1","1","3"
"4824","06032000","06032000",1117,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4825","06033000","06033000",1117,"1","0","1","1","1","1","1","1","0","1","1","1","1","3"
"4826","06034000","06034000",1117,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4827","06035000","06035000",1117,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"4828","06036000","06036000",1117,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4829","06037000","06037000",1117,"0","0","1","1","1","1","0","1","0","1","1","1","1","2"
"4830","06038000","06038000",1117,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"4831","06039000","06039000",1117,"0","0","1","1","1","1","0","1","0","1","1","1","1","3"
"4832","06040000","06040000",1117,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"4833","06040003","06040000",1117,"1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"4834","06040004","06040000",1117,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"4835","06041000","06041000",1117,"0","0","1","1","1","1","1","1","1","1","1","1","1","2"
"4836","06042000","06042000",1117,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4837","06044000","06044000",1117,"1","0","1","1","1","1","0","1","0","1","1","1","1","2"
"4838","06045000","06045000",1117,"1","1","1","1","1","1","0","1","1","1","1","1","1","3"
"4839","06046000","06046000",1500,"0","0","1","1","1","1","0","1","0","1","1","1","1","3"
"4840","06046004","06046000",1500,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"4841","06046006","06046000",1500,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4842","06046007","06046000",1500,"1","0","1","1","1","1","0","1","1","1","1","1","1","1"
"4843","06048000","06048000",1500,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4844","06048005","06048000",1500,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"4845","06049000","06049000",1500,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"4846","06051000","06051000",1500,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4847","06053000","06053000",1500,"0","1","1","1","1","1","0","1","0","1","1","1","1","3"
"4848","06054000","06054000",1500,"0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"4849","06055000","06055000",2692,"0","1","1","1","1","1","0","0","0","1","1","1","0","3"
"4850","06056000","06056000",2692,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4851","06057000","06057000",2692,"0","0","1","1","1","1","0","1","0","1","1","1","1","2"
"4852","06059000","06059000",2692,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"4853","06060000","06060000",2692,"0","0","0","0","0","0","0","1","1","1","1","1","1","2"
"4854","06061000","06061000",2692,"0","0","0","1","1","1","0","1","0","1","1","1","1","1"
"4855","06061002","06061000",2692,"0","1","0","1","1","1","0","1","1","1","1","1","1","2"
"4856","06062000","06062000",2692,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4857","06066000","06066000",2077,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"4858","06068000","06068000",2077,"0","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4859","06068002","06068000",2077,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4860","06069000","06069000",2077,"1","0","1","1","1","1","0","1","1","1","1","1","1","1"
"4861","06070000","06070000",2077,"0","0","0","1","1",NA,NA,"1","1","1","1","1","1","2"
"4862","06072000","06072000",2077,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4863","06073000","06073000",1712,"0","1","1","1","1","1","1","1","1","1","1","1","1","2"
"4864","06074000","06074000",1712,"0","0","1","1","1","1","1","1","1","1","1","1","1","1"
"4865","06076000","06076000",1712,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4866","06077000","06077000",1712,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4867","06080000","06080000",1712,"1","1","1","1","1","1","0","1","1","1","1","1","1","2"
"4868","06081000","06081000",1712,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4869","06082000","06082000",2424,"0","1","1","1","1","1","0","1","0","0","1","1","1","1"
"4870","06083000","06083000",2424,"0","0","0","1","1","1","0","1","1","1","1","1","1","1"
"4871","06086002","06086000",2424,"0","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4872","06089000","06089000",2424,"0","0","1","0","1","1","0","1","1","1","1","1","1","2"
"4873","06091000","06091000",2315,"0","0","1","1","1","1","1","1","1","1","1","1","1","2"
"4874","06092000","06092000",2315,"0","0","0","1","1","1","0","1","0","1","1","1","1","3"
"4875","06092003","06092000",2315,"0","0","0","1","1","1","1","1","1","1","1","1","1","1"
"4876","06093000","06093000",2315,"1","0","0","1","1","1","0","0","0","0","1","1","1","3"
"4877","06095000","06095000",2315,"0","0","0","1","0","0","0","1","1","1","1","1","1","3"
"4878","06095001","06095000",2315,"0","1","0","1","1","1","1","1","0","0","1","1","0","2"
"4879","06096000","06096000",2315,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4880","06097000","06097000",2315,"1","0","0","1","1","1","0","1","1","1","1","1","1","3"
"4881","06097005","06097000",2315,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"4882","06098000","06098000",2315,"0","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4883","06098004","06098000",2315,"0","0","1","1","1","1","1","1","0","1","1","1","1","1"
"4884","06099000","06099000",2315,"0","1","0","1","1","1","1","1","0","1","1","1","1","3"
"4885","06100000","06100000",2724,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"4886","06101000","06101000",2724,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4887","06101003","06101000",2724,"0","1","0","1","1","1","0","1","1","1","1","1","1","1"
"4888","06102000","06102000",2724,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4889","06106000","06106000",2724,"0","0","1","1","1","1","1","1","1","1","1","1","1","2"
"4890","06107000","06107000",2724,"0","0","0","1","1","1","1","1","1","1","1","1","1","2"
"4891","06109000","06109000",1329,"1","0","1","1","1","1","1","1","1","1","1","1","1","3"
"4892","06110000","06110000",1329,"0","0","0","1","0","0","0","1","1","1","1","1","1","3"
"4893","06110002","06110000",1329,"1","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4894","06111000","06111000",1329,"0","0","0","1","1","0","0","1","0","1","1","1","1","3"
"4895","06112000","06112000",1329,"0","0","0","1","1","1","1","1","1","1","1","1","1","3"
"4896","06113000","06113000",1329,"0","1","0","1","1","1","0","1","1","1","1","1","1","3"
"4897","06114000","06114000",1329,"1","1","0","1","1","1","1","0","1","1","1","1","1","3"
"4898","06115000","06115000",1329,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4899","06116000","06116000",1329,"0","0","0","0","0","1","0","1","1","1","1","1","1","2"
"4900","06117000","06117000",1329,"0","0","1","1","1","1","1","1","1","1","1","1","1","3"
"4901","06119000","06119000",1329,"1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"4902","06122000","06122000",1329,"0","0","1","1","1","1","0","1","1","1","1","1","1","3"
"4903","06123000","06123000",1329,"1","0","0","1","1","1","0","1","1","1","1","1","1","2"
"4904","06124000","06124000",1329,"1","1","1","1","1","1","1","1","1","1","1","1","1","3"
"4905","06125000","06125000",1329,"0","0","0","1","1","1","0","0","0","1","1","1","1","2"
"4906","06127000","06127000",981,"1","0","1","1","1","1","1","1","1","1","1","1","1","3"
"4907","06127004","06127000",981,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4908","06131000","06131000",981,"0","0","1","1","1","1","0","1","1","1","1","1","1","1"
"4909","06131003","06131000",981,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"4910","06131004","06131000",981,"0","1","1","1","1","1","0","1","1","1","1","1","1","1"
"4911","06132000","06132000",981,"0","1","1","1","1","1","0","1","1","1","1","1","1","2"
"4912","06133000","06133000",981,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
"4913","06135000","06135000",981,"1","0","1","1","1","1","0","1","1","1","1","1","1","2"
